round player action_player opponent action_opponent payoff time_php time_js who_played
1 usuario7 C ['usuario6', 'usuario13', 'usuario4', 'usuario9'] D 10 -16506.9999695 4372 user
6 usuario9 C ['usuario8', 'usuario7', 'usuario3', 'usuario16'] D 10 -10323.2998848 6951 user
6 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] C 15 -15623.8000393 1822 user
6 usuario12 C ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 10 -10324.2001534 6227 user
6 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] C 10 -10485.8000278 6027 user
6 usuario3 C ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 20 -4159.80005264 12808 user
6 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 14 -5191.10012054 12059 user
6 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 14 -26.7999172211 16967 user
6 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 19 -10331.6998482 6575 user
6 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 5 -13415.3001308 4373 user
6 usuario6 D ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 14 -9321.79999352 7065 user
6 usuario5 C ['usuario11', 'usuario14', 'usuario13', 'usuario6'] D 5 -12388.999939 4033 user
6 usuario14 C ['usuario2', 'usuario8', 'usuario16', 'usuario5'] C 5 -14548.7000942 2525 user
6 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] C 19 -10326.6999722 6592 user
7 usuario7 C ['usuario6', 'usuario13', 'usuario4', 'usuario9'] C 10 -11362.6999855 3542 user
7 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] C 14 -10314.4001961 4536 user
7 usuario16 D ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 14 -10418.6999798 3949 user
7 usuario9 C ['usuario8', 'usuario7', 'usuario3', 'usuario16'] D 10 -12482.7001095 2517 user
7 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] C 15 -13511.3999844 1678 user
7 usuario12 C ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 15 -7254.49991226 8188 user
7 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] C 10 -10594.3000317 4292 user
7 usuario3 C ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 20 -29.599905014 14117 user
7 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 19 -11369.9998856 2882 user
7 usuario11 C ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 5 -4186.39993668 11050 user
7 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] C 19 -2099.10011292 12839 user
7 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 5 -11352.2000313 3001 user
7 usuario6 D ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 9 -6203.69982719 8883 user
7 usuario5 D ['usuario11', 'usuario14', 'usuario13', 'usuario6'] D 9 -12391.9000626 2749 user
7 usuario14 D ['usuario2', 'usuario8', 'usuario16', 'usuario5'] D 4 -11545.7000732 2329 user
7 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] D 14 -9293.09988022 5130 user
8 usuario7 D ['usuario6', 'usuario13', 'usuario4', 'usuario9'] D 9 -13429.2998314 4626 user
8 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] D 14 -13407.900095 4977 user
8 usuario16 C ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 10 -14437.9000664 3811 user
8 usuario9 D ['usuario8', 'usuario7', 'usuario3', 'usuario16'] C 9 -15485.0001335 2333 user
8 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] D 5 -16482.6998711 967 user
8 usuario12 C ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 10 -14422.8000641 3480 user
8 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] C 15 -11595.7999229 6340 user
8 usuario3 D ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 19 -12374.5999336 6181 user
8 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 14 -16505.3999424 2281 user
8 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 14 -4146.39997482 13549 user
8 usuario2 C ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 15 -12494.1000938 5862 user
8 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] C 5 -15473.7999439 2509 user
8 usuario6 D ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 4 -27.899980545 18570 user
8 usuario5 D ['usuario11', 'usuario14', 'usuario13', 'usuario6'] D 9 -15630.300045 2405 user
8 usuario14 C ['usuario2', 'usuario8', 'usuario16', 'usuario5'] D 10 -15657.8998566 2499 user
8 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] C 14 -14434.4000816 3618 user
9 usuario7 D ['usuario6', 'usuario13', 'usuario4', 'usuario9'] D 9 -8277.09984779 2992 user
9 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] D 9 -7254.60004807 3142 user
9 usuario16 D ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 14 -8264.50014114 3237 user
9 usuario9 D ['usuario8', 'usuario7', 'usuario3', 'usuario16'] D 9 -5202.60000229 5702 user
9 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] C 10 -9285.09998322 1457 user
9 usuario12 C ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 10 -9301.5999794 2148 user
9 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] C 10 -8486.1998558 2375 user
9 usuario3 C ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 15 -32.1998596191 11178 user
9 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 14 -6213.50002289 3920 user
9 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 9 -4156.69989586 7118 user
9 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 19 -5177.59990692 5175 user
9 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 5 -9321.19989395 1877 user
9 usuario6 D ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 4 -3125.09989738 7265 user
9 usuario5 D ['usuario11', 'usuario14', 'usuario13', 'usuario6'] D 9 -9302.90007591 1659 user
9 usuario14 C ['usuario2', 'usuario8', 'usuario16', 'usuario5'] D 0 -8995.59998512 1899 user
9 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] C 14 -7242.79999733 3491 user
10 usuario7 D ['usuario6', 'usuario13', 'usuario4', 'usuario9'] C 14 -13534.4998837 1399 user
10 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] D 14 -12381.2000751 3239 user
10 usuario16 D ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 14 -11379.8999786 3494 user
10 usuario9 C ['usuario8', 'usuario7', 'usuario3', 'usuario16'] D 5 -11365.4999733 3554 user
10 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] D 5 -14531.8000317 1198 user
10 usuario12 C ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 10 -9346.99988365 5447 user
10 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] C 10 -12569.7000027 2848 user
10 usuario3 D ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 24 -8267.19999313 6424 user
10 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 14 -13411.2999439 2343 user
10 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 19 -29.3998718262 14701 user
10 usuario2 C ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 10 -10331.400156 5235 user
10 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] C 10 -12488.699913 2856 user
10 usuario6 D ['usuario15', 'usuario5', 'usuario7', 'usuario8'] C 14 -5187.29996681 9519 user
10 usuario5 C ['usuario11', 'usuario14', 'usuario13', 'usuario6'] D 0 -13408.5998535 1717 user
10 usuario14 D ['usuario2', 'usuario8', 'usuario16', 'usuario5'] C 19 -12877.4998188 1974 user
10 usuario8 C ['usuario10', 'usuario6', 'usuario9', 'usuario14'] D 10 -9490.79990387 4816 user
11 usuario7 D ['usuario6', 'usuario13', 'usuario4', 'usuario9'] C 14 -8280.49993515 1614 user
11 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] D 9 -6230.70001602 3334 user
11 usuario16 D ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 19 -25.9001255035 9344 user
11 usuario9 C ['usuario8', 'usuario7', 'usuario3', 'usuario16'] D 5 -7263.20004463 2814 user
11 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] C 5 -8243.19982529 1593 user
11 usuario12 D ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 14 -8295.59993744 2026 user
11 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] D 5 -4240.90003967 5153 user
11 usuario3 C ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 20 -26.2999534607 9701 user
11 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 14 -8273.29993248 1734 user
11 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 9 -4169.29984093 6329 user
11 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 19 -5203.99999619 4184 user
11 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 5 -7252.09999084 2352 user
11 usuario6 D ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 9 -3133.29982758 6900 user
11 usuario5 C ['usuario11', 'usuario14', 'usuario13', 'usuario6'] D 5 -8260.49995422 2106 user
11 usuario14 C ['usuario2', 'usuario8', 'usuario16', 'usuario5'] C 5 -6844.09999847 2548 user
11 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] C 19 -5182.80005455 5582 user
12 usuario7 D ['usuario6', 'usuario13', 'usuario4', 'usuario9'] C 19 -7284.49988365 1059 user
12 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] D 14 -5193.50004196 2745 user
12 usuario16 D ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 19 -5185.40000916 3663 user
12 usuario9 C ['usuario8', 'usuario7', 'usuario3', 'usuario16'] D 0 -6212.29982376 2110 user
12 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] D 5 -6211.60006523 1213 user
12 usuario12 C ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 15 -6227.99992561 1608 user
12 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] C 5 -6335.90006828 2278 user
12 usuario3 D ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 24 -4153.80001068 3635 user
12 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 24 -5205.50012589 2700 user
12 usuario11 C ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 10 -28.1000137329 7871 user
12 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] C 24 -5197.90005684 3010 user
12 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 0 -5211.79986 2532 user
12 usuario6 C ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 5 -3136.19995117 4687 user
12 usuario5 C ['usuario11', 'usuario14', 'usuario13', 'usuario6'] C 15 -5183.19988251 2056 user
12 usuario14 C ['usuario2', 'usuario8', 'usuario16', 'usuario5'] C 5 -5601.99999809 2579 user
12 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] C 24 -4179.89993095 3037 user
13 usuario7 D ['usuario6', 'usuario13', 'usuario4', 'usuario9'] D 9 -18638.4000778 1939 user
13 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] D 19 -13398.9999294 7484 user
13 usuario16 C ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 10 -16511.1000538 4366 user
13 usuario9 D ['usuario8', 'usuario7', 'usuario3', 'usuario16'] C 9 -17515.1998997 2838 user
13 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] D 5 -20807.2998524 1129 user
13 usuario12 C ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 10 -16485.4998589 4128 user
13 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] C 10 -17885.4000568 2446 user
13 usuario3 D ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 19 -37.2998714447 21136 user
13 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 14 -18631.000042 1889 user
13 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 14 -12399.8000622 7897 user
13 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 19 -18700.3998756 2526 user
13 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 0 -17496.7000484 3549 user
13 usuario6 D ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 9 -13411.8001461 8054 user
13 usuario5 C ['usuario11', 'usuario14', 'usuario13', 'usuario6'] D 5 -18563.7001991 2921 user
13 usuario14 C ['usuario2', 'usuario8', 'usuario16', 'usuario5'] C 10 -15792.6001549 5197 user
13 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] C 14 -15531.8000317 6071 user
14 usuario7 D ['usuario6', 'usuario13', 'usuario4', 'usuario9'] D 9 -4167.69981384 1337 user
14 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] D 14 -2201.60007477 3526 user
14 usuario16 D ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 14 -2113.80004883 3181 user
14 usuario9 D ['usuario8', 'usuario7', 'usuario3', 'usuario16'] D 9 -4168.20001602 2352 user
14 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] C 10 -4143.00012589 1708 user
14 usuario12 C ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 10 -3140.59996605 2932 user
14 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] C 10 -3175.1999855 2844 user
14 usuario3 C ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 10 -4153.80001068 2185 user
14 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] D 9 -4161.29994392 2369 user
14 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 14 -26.9000530243 6790 user
14 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 14 -2109.69996452 3411 user
14 usuario10 D ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 9 -4158.20002556 2397 user
14 usuario6 D ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 9 -37.4999046326 6414 user
14 usuario5 C ['usuario11', 'usuario14', 'usuario13', 'usuario6'] D 5 -4153.7001133 1766 user
14 usuario14 C ['usuario2', 'usuario8', 'usuario16', 'usuario5'] C 5 -2276.79991722 2995 user
14 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] C 9 -3132.29990005 2685 user
15 usuario7 D ['usuario6', 'usuario13', 'usuario4', 'usuario9'] C 14 -13422.6000309 923 user
15 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] D 9 -9338.90008926 4940 user
15 usuario16 D ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 14 -11359.8001003 3281 user
15 usuario9 C ['usuario8', 'usuario7', 'usuario3', 'usuario16'] D 0 -11362.000227 2873 user
15 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] D 5 -11327.1999359 1953 user
15 usuario12 C ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 10 -12415.8000946 1500 user
15 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] C 5 -11576.4000416 2148 user
15 usuario3 D ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 24 -8249.90010262 5100 user
15 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 14 -8306.30016327 4781 user
15 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 9 -9315.20009041 4141 user
15 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 14 -9294.39997673 5107 user
15 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 0 -9289.00003433 4734 user
15 usuario6 D ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 4 -3130.79977036 10022 user
15 usuario5 D ['usuario11', 'usuario14', 'usuario13', 'usuario6'] D 4 -25.0999927521 13815 user
15 usuario14 D ['usuario2', 'usuario8', 'usuario16', 'usuario5'] D 4 -11358.5999012 2793 user
15 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] D 14 -10318.7000751 3626 user
16 usuario7 D ['usuario6', 'usuario13', 'usuario4', 'usuario9'] C 14 -16485.2998257 1020 user
16 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] D 9 -13421.1997986 3189 user
16 usuario16 C ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 10 -8285.40015221 8659 user
16 usuario9 C ['usuario8', 'usuario7', 'usuario3', 'usuario16'] C 5 -13404.6001434 2716 user
16 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] D 0 -15463.9999866 1553 user
16 usuario12 D ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 14 -15489.39991 1172 user
16 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] D 10 -15772.3999023 1535 user
16 usuario3 D ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 24 -27.0998477936 17454 user
16 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 14 -13411.9999409 4458 user
16 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 9 -24.0998268127 16507 user
16 usuario2 C ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 10 -11355.9999466 6005 user
16 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] C 5 -11346.4000225 5230 user
16 usuario6 D ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 4 -12397.5000381 5300 user
16 usuario5 D ['usuario11', 'usuario14', 'usuario13', 'usuario6'] D 4 -14444.2999363 2974 user
16 usuario14 D ['usuario2', 'usuario8', 'usuario16', 'usuario5'] D 14 -12388.1001472 4253 user
16 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] D 14 -12368.0999279 4751 user
17 usuario7 D ['usuario6', 'usuario13', 'usuario4', 'usuario9'] D 4 -7244.19999123 1336 user
