round player action_player opponent action_opponent payoff time_php time_js who_played
1 usuario10 C ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 5 -8439.89992142 6909 user
5 usuario1 D ['usuario4', 'usuario11', 'usuario5', 'usuario14'] C 9 -17535.0999832 3480 user
6 usuario10 C ['usuario11', 'usuario8', 'usuario2', 'usuario5'] C 15 -1110.19992828 17290 user
6 usuario8 C ['usuario6', 'usuario16', 'usuario13', 'usuario10'] C 15 -8269.99998093 9417 user
6 usuario16 D ['usuario14', 'usuario5', 'usuario9', 'usuario8'] C 19 -36.4999771118 17335 user
6 usuario5 C ['usuario1', 'usuario10', 'usuario15', 'usuario16'] D 15 -3215.10004997 15533 user
6 usuario2 C ['usuario10', 'usuario13', 'usuario12', 'usuario15'] C 20 -13445.9998608 5047 user
6 usuario13 C ['usuario8', 'usuario9', 'usuario3', 'usuario2'] C 10 -8295.09997368 9626 user
6 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] C 14 -13449.7001171 5055 user
6 usuario15 C ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 10 -15518.0001259 1873 user
6 usuario12 C ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 5 -13443.0999756 2927 user
6 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] C 19 -13412.4000072 4492 user
6 usuario7 D ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 9 -14446.6998577 4339 user
6 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] D 19 -6232.59997368 11749 user
6 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] C 24 -14447.799921 3436 user
6 usuario6 C ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 10 -16515.1998997 1658 user
6 usuario14 C ['usuario7', 'usuario1', 'usuario16', 'usuario6'] C 10 -10350.6000042 7592 user
6 usuario1 C ['usuario4', 'usuario11', 'usuario5', 'usuario14'] C 10 -13423.3999252 3947 user
7 usuario10 D ['usuario11', 'usuario8', 'usuario2', 'usuario5'] C 14 -15888.999939 5949 user
7 usuario8 D ['usuario6', 'usuario16', 'usuario13', 'usuario10'] D 9 -18566.9000149 3293 user
7 usuario16 D ['usuario14', 'usuario5', 'usuario9', 'usuario8'] D 14 -15458.8999748 6393 user
7 usuario5 C ['usuario1', 'usuario10', 'usuario15', 'usuario16'] D 5 -3221.19998932 17958 user
7 usuario2 C ['usuario10', 'usuario13', 'usuario12', 'usuario15'] C 10 -17533.0998898 3540 user
7 usuario13 D ['usuario8', 'usuario9', 'usuario3', 'usuario2'] C 9 -3144.59991455 18679 user
7 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] D 14 -11279.0999413 9917 user
7 usuario15 C ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 10 -20597.5000858 1808 user
7 usuario12 C ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 5 -32.7999591827 22112 user
7 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] C 19 -19605.1001549 3079 user
7 usuario7 C ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 5 -18558.4998131 2626 user
7 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] C 19 -19613.8000488 2840 user
7 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] D 14 -19596.8000889 2473 user
7 usuario6 C ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 5 -19701.2000084 2119 user
7 usuario14 C ['usuario7', 'usuario1', 'usuario16', 'usuario6'] C 10 -15617.1000004 5740 user
7 usuario1 D ['usuario4', 'usuario11', 'usuario5', 'usuario14'] C 14 -19591.5999413 3113 user
8 usuario10 C ['usuario11', 'usuario8', 'usuario2', 'usuario5'] C 5 -14724.2000103 3245 user
8 usuario8 D ['usuario6', 'usuario16', 'usuario13', 'usuario10'] C 14 -9312.5 8729 user
8 usuario16 D ['usuario14', 'usuario5', 'usuario9', 'usuario8'] D 14 -12386.6000175 5883 user
8 usuario5 C ['usuario1', 'usuario10', 'usuario15', 'usuario16'] D 10 -53.5998344421 17961 user
8 usuario2 D ['usuario10', 'usuario13', 'usuario12', 'usuario15'] C 19 -13454.100132 4874 user
8 usuario13 D ['usuario8', 'usuario9', 'usuario3', 'usuario2'] D 4 -13442.1999454 4918 user
8 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] D 14 -9310.49990654 9138 user
8 usuario15 C ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 5 -15478.3000946 1968 user
8 usuario12 C ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 0 -26.4000892639 17086 user
8 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] C 19 -14449.2001534 3746 user
8 usuario7 C ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 5 -14381.9000721 4354 user
8 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] C 19 -13409.6999168 5098 user
8 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] D 19 -14453.3998966 2743 user
8 usuario6 C ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 5 -13439.800024 4488 user
8 usuario14 C ['usuario7', 'usuario1', 'usuario16', 'usuario6'] C 10 -9402.1999836 9166 user
8 usuario1 D ['usuario4', 'usuario11', 'usuario5', 'usuario14'] C 14 -13422.1000671 3882 user
9 usuario10 C ['usuario11', 'usuario8', 'usuario2', 'usuario5'] C 15 -4277.69994736 5297 user
9 usuario8 C ['usuario6', 'usuario16', 'usuario13', 'usuario10'] C 10 -6223.89984131 3893 user
9 usuario16 D ['usuario14', 'usuario5', 'usuario9', 'usuario8'] C 19 -7243.49999428 2954 user
9 usuario5 C ['usuario1', 'usuario10', 'usuario15', 'usuario16'] D 10 -58.4001541138 10340 user
9 usuario2 C ['usuario10', 'usuario13', 'usuario12', 'usuario15'] C 20 -5187.30020523 5169 user
9 usuario13 C ['usuario8', 'usuario9', 'usuario3', 'usuario2'] C 10 -4163.1000042 4983 user
9 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] C 19 -5193.70007515 4567 user
9 usuario15 C ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 10 -8293.10011864 2164 user
9 usuario12 C ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 5 -1108.29997063 8980 user
9 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] C 19 -4171.60010338 5807 user
9 usuario7 C ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 5 -8308.30001831 1786 user
9 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] C 19 -2112.10012436 7542 user
9 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] D 14 -8280.40003777 1715 user
9 usuario6 D ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 14 -6230.49998283 3365 user
9 usuario14 C ['usuario7', 'usuario1', 'usuario16', 'usuario6'] D 5 -52.7000427246 10078 user
9 usuario1 D ['usuario4', 'usuario11', 'usuario5', 'usuario14'] C 14 -6242.30003357 4645 user
10 usuario10 D ['usuario11', 'usuario8', 'usuario2', 'usuario5'] C 19 -14782.0000648 4385 user
10 usuario8 C ['usuario6', 'usuario16', 'usuario13', 'usuario10'] D 0 -14511.6000175 4472 user
10 usuario16 D ['usuario14', 'usuario5', 'usuario9', 'usuario8'] C 19 -1078.70006561 17943 user
10 usuario5 C ['usuario1', 'usuario10', 'usuario15', 'usuario16'] D 0 -6310.19997597 11985 user
10 usuario2 C ['usuario10', 'usuario13', 'usuario12', 'usuario15'] D 0 -15499.4001389 3451 user
10 usuario13 D ['usuario8', 'usuario9', 'usuario3', 'usuario2'] C 14 -7238.29984665 12028 user
10 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] D 9 -10329.5998573 9135 user
10 usuario15 D ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 14 -16510.4999542 2734 user
10 usuario12 D ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 9 -7249.59993362 11807 user
10 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] D 9 -14440.7999516 3691 user
10 usuario7 C ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 5 -16677.1001816 1953 user
10 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] C 9 -15482.6998711 3389 user
10 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] D 4 -17530.6999683 1999 user
10 usuario6 D ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 14 -16500.4000664 2717 user
10 usuario14 C ['usuario7', 'usuario1', 'usuario16', 'usuario6'] D 5 -48.2001304626 18779 user
10 usuario1 D ['usuario4', 'usuario11', 'usuario5', 'usuario14'] C 14 -14478.6999226 4487 user
11 usuario10 C ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 5 -10548.0999947 4284 user
11 usuario8 C ['usuario6', 'usuario16', 'usuario13', 'usuario10'] C 5 -11360.3000641 4022 user
11 usuario16 D ['usuario14', 'usuario5', 'usuario9', 'usuario8'] C 14 -7245.09978294 7478 user
11 usuario5 D ['usuario1', 'usuario10', 'usuario15', 'usuario16'] D 9 -6341.00008011 7759 user
11 usuario2 D ['usuario10', 'usuario13', 'usuario12', 'usuario15'] D 9 -10332.1998119 4570 user
11 usuario13 D ['usuario8', 'usuario9', 'usuario3', 'usuario2'] D 14 -11355.9999466 3575 user
11 usuario9 C ['usuario16', 'usuario15', 'usuario7', 'usuario13'] D 0 -11375.9000301 3001 user
11 usuario15 D ['usuario5', 'usuario2', 'usuario4', 'usuario9'] C 9 -11374.600172 2640 user
11 usuario12 D ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 4 -32.5999259949 15294 user
11 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] D 4 -3142.40002632 12574 user
11 usuario7 D ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 9 -13420.2001095 1565 user
11 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] D 4 -5184.10015106 10136 user
11 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] D 9 -7241.90020561 7211 user
11 usuario6 D ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 9 -12406.3999653 2515 user
11 usuario14 D ['usuario7', 'usuario1', 'usuario16', 'usuario6'] D 4 -11592.9999352 2690 user
11 usuario1 D ['usuario4', 'usuario11', 'usuario5', 'usuario14'] D 4 -12400.3999233 2315 user
12 usuario10 C ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 0 -13714.799881 5670 user
12 usuario8 D ['usuario6', 'usuario16', 'usuario13', 'usuario10'] C 9 -8286.5998745 10236 user
12 usuario16 D ['usuario14', 'usuario5', 'usuario9', 'usuario8'] D 9 -4154.19983864 14813 user
12 usuario5 D ['usuario1', 'usuario10', 'usuario15', 'usuario16'] D 14 -55.0999641418 19608 user
12 usuario2 D ['usuario10', 'usuario13', 'usuario12', 'usuario15'] C 19 -11427.6998043 7360 user
12 usuario13 D ['usuario8', 'usuario9', 'usuario3', 'usuario2'] D 9 -16615.4999733 2514 user
12 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] D 14 -11368.0999279 7929 user
12 usuario15 C ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 0 -17532.9999924 2178 user
12 usuario12 C ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 5 -14457.0000172 4471 user
12 usuario3 C ['usuario13', 'usuario7', 'usuario6', 'usuario12'] C 10 -15478.1000614 3702 user
12 usuario7 C ['usuario9', 'usuario4', 'usuario14', 'usuario3'] C 10 -14450.3002167 4638 user
12 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] C 19 -14440.2999878 4351 user
12 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] D 14 -13410.599947 6212 user
12 usuario6 D ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 14 -12372.2999096 6939 user
12 usuario14 C ['usuario7', 'usuario1', 'usuario16', 'usuario6'] D 5 -12692.6000118 6726 user
12 usuario1 D ['usuario4', 'usuario11', 'usuario5', 'usuario14'] C 9 -16529.4001102 2763 user
13 usuario10 D ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 9 -2116.99986458 21273 user
13 usuario8 D ['usuario6', 'usuario16', 'usuario13', 'usuario10'] D 4 -16284.3000889 8255 user
13 usuario16 D ['usuario14', 'usuario5', 'usuario9', 'usuario8'] D 9 -16659.6000195 7810 user
13 usuario5 D ['usuario1', 'usuario10', 'usuario15', 'usuario16'] D 9 -41.8999195099 23509 user
13 usuario2 C ['usuario10', 'usuario13', 'usuario12', 'usuario15'] D 0 -17531.3000679 6649 user
13 usuario13 D ['usuario8', 'usuario9', 'usuario3', 'usuario2'] C 14 -21657.9999924 2832 user
13 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] D 9 -19592.8997993 4799 user
13 usuario15 D ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 9 -21629.1999817 2322 user
13 usuario12 D ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 14 -16490.9000397 6920 user
13 usuario3 C ['usuario13', 'usuario7', 'usuario6', 'usuario12'] D 5 -20667.1001911 2744 user
13 usuario7 C ['usuario9', 'usuario4', 'usuario14', 'usuario3'] C 10 -22703.8998604 914 user
13 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] C 14 -18594.0001011 4872 user
13 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] C 9 -21672.2998619 1737 user
13 usuario6 D ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 14 -20614.700079 2970 user
13 usuario14 C ['usuario7', 'usuario1', 'usuario16', 'usuario6'] D 10 -12678.9999008 11052 user
13 usuario1 C ['usuario4', 'usuario11', 'usuario5', 'usuario14'] C 5 -19591.7999744 4051 user
14 usuario10 C ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 0 -50.8000850677 22634 user
14 usuario8 D ['usuario6', 'usuario16', 'usuario13', 'usuario10'] C 14 -13411.2999439 7854 user
14 usuario16 C ['usuario14', 'usuario5', 'usuario9', 'usuario8'] D 5 -8267.29989052 13084 user
14 usuario5 D ['usuario1', 'usuario10', 'usuario15', 'usuario16'] C 14 -7406.70013428 14672 user
14 usuario2 D ['usuario10', 'usuario13', 'usuario12', 'usuario15'] D 9 -18545.6998348 3119 user
14 usuario13 D ['usuario8', 'usuario9', 'usuario3', 'usuario2'] D 4 -19640.1000023 2250 user
14 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] D 14 -5199.9001503 15828 user
14 usuario15 D ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 4 -18556.9000244 2848 user
14 usuario12 D ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 4 -11355.0000191 10925 user
14 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] D 9 -19698.8999844 1907 user
14 usuario7 C ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 5 -21654.9999714 995 user
14 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] C 9 -19571.3000298 2663 user
14 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] D 9 -19631.6001415 3070 user
14 usuario6 D ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 9 -18545.5999374 3745 user
14 usuario14 C ['usuario7', 'usuario1', 'usuario16', 'usuario6'] D 10 -15879.4000149 6313 user
14 usuario1 D ['usuario4', 'usuario11', 'usuario5', 'usuario14'] C 9 -18565.5999184 2950 user
15 usuario10 C ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 5 -31774.1999626 2047 user
15 usuario8 C ['usuario6', 'usuario16', 'usuario13', 'usuario10'] C 10 -14434.6001148 20011 user
15 usuario16 C ['usuario14', 'usuario5', 'usuario9', 'usuario8'] C 10 -26.3998508453 34309 user
15 usuario5 D ['usuario1', 'usuario10', 'usuario15', 'usuario16'] C 19 -16860.3999615 16403 user
15 usuario2 D ['usuario10', 'usuario13', 'usuario12', 'usuario15'] C 14 -32010.7998848 2056 user
15 usuario13 D ['usuario8', 'usuario9', 'usuario3', 'usuario2'] D 9 -31014.7998333 2893 user
15 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] D 19 -32073.1999874 2855 user
15 usuario15 C ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 0 -32946.3000298 1336 user
15 usuario12 D ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 4 -23705.2998543 10776 user
15 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] D 9 -31930.5000305 2201 user
15 usuario7 C ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 5 -31916.9001579 1559 user
15 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] C 14 -29862.8001213 4485 user
15 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] D 9 -30007.5998306 3774 user
15 usuario6 D ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 14 -28844.0999985 5021 user
15 usuario14 C ['usuario7', 'usuario1', 'usuario16', 'usuario6'] D 10 -28083.1000805 5491 user
15 usuario1 D ['usuario4', 'usuario11', 'usuario5', 'usuario14'] C 9 -31063.4000301 3702 user
16 usuario10 D ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 9 -21225.9001732 6280 user
16 usuario8 D ['usuario6', 'usuario16', 'usuario13', 'usuario10'] D 14 -16506.9999695 11250 user
16 usuario16 C ['usuario14', 'usuario5', 'usuario9', 'usuario8'] D 5 -14455.1999569 13045 user
16 usuario5 D ['usuario1', 'usuario10', 'usuario15', 'usuario16'] C 9 -51.6998767853 27055 user
16 usuario2 C ['usuario10', 'usuario13', 'usuario12', 'usuario15'] D 5 -24727.7998924 3114 user
16 usuario13 C ['usuario8', 'usuario9', 'usuario3', 'usuario2'] C 5 -7242.50006676 20777 user
16 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] C 19 -20616.8000698 7180 user
16 usuario15 D ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 9 -25750.2999306 2592 user
16 usuario12 D ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 9 -23794.8999405 3526 user
16 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] D 14 -21619.5001602 6204 user
16 usuario7 C ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 5 -20643.299818 7417 user
16 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] C 9 -14427.4001122 13342 user
16 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] D 4 -24740.4999733 3267 user
16 usuario6 D ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 9 -24717.7000046 3661 user
16 usuario14 C ['usuario7', 'usuario1', 'usuario16', 'usuario6'] D 10 -23312.2999668 4499 user
16 usuario1 D ['usuario4', 'usuario11', 'usuario5', 'usuario14'] C 9 -17539.7999287 10037 user
17 usuario10 D ['usuario11', 'usuario8', 'usuario2', 'usuario5'] C 14 -20037.4000072 6024 user
