,subj_id,a,v,t,a_st10,v_st10,t_st10,z_st10,a10,v10,t10,z10,a_st20,v_st20,t_st20,z_st20,a20,v20,t20,z20,a_st30,v_st30,t_st30,z_st30,a30,v30,t30,z30,a_st40,v_st40,t_st40,z_st40,a40,v40,t40,z40,a_st50,v_st50,t_st50,z_st50,a50,v50,t50,z50
15,usuario18s3t1330,0,0,0,0.5976305398976035,0.21872586212485384,0.3011899793361133,0.0871491695684271,3.9863551290282127,-0.5068751356596515,0.5976737305291265,0.5545643359177842,0.5418303820522388,0.2611055182014238,0.4078238116040713,0.0885350391558331,3.1932086150408843,-0.4307751453569533,0.8153818023446453,0.5331650972691853,0.5143108672469927,0.2714849962027817,0.4796415910197059,0.088564214998581,2.9554451601851306,-0.0632278892205331,0.9050808776786353,0.5013880429010159,0.9973582863445233,0.42952329800155237,0.36771517657302205,0.09743106278592514,3.8366191906114437,1.4498599269180115,0.8744467380255256,0.40799270163679435,0.9823934319833686,0.552731410462226,0.34882472837195666,0.10636358708912397,3.2016775734365512,1.8581205804669256,1.1674824771909422,0.4323975787147725
11,usuario3s3t1330,0,0,0,0.5904382819408053,0.15258181536747098,0.2663163139400867,0.08667365129375602,4.597719014157953,-0.13147489238740573,0.5195084310756126,0.506571145337401,0.5306303062285701,0.15511268935648365,0.24828050736647062,0.08535169391272207,4.5165265706582165,-0.13443763587109725,0.5010583963445805,0.5178682469387553,0.5353364350664561,0.16964489611036107,0.2791906104780287,0.0856782432526705,4.171448417926026,-0.06767359515681891,0.5490449975677801,0.5239503857518308,0.5284624571135669,0.24091091010206914,0.45440410301385403,0.08904043307704909,3.3021793238330437,0.1338078171099916,0.7896904929510351,0.4593848403178985,0.5836933292052386,0.13251049781933205,0.23365879526914596,0.0801129887937297,5.014771023993686,0.03328761907061536,0.47620347353859815,0.4072304114666725
2,usuario11s3t1330,0,0,0,0.3886494200662528,0.3005314710856927,0.1617393615253303,0.08629572697024611,2.601992489602138,0.46023397443086544,0.482615911984815,0.49816681581892663,0.4040334631671301,0.33502113517592,0.2339491013924502,0.09166627091273953,2.3819437663207172,0.2878979885263733,0.7466665525049564,0.515234981166808,0.6536597377701595,0.46181496840985325,0.15923530611923378,0.09930771780200728,2.804008574712082,-1.4627545816725176,0.565507910867648,0.521886227794818,0.4309389715510937,0.37856015397848647,0.19287308870790892,0.1012337320771858,2.3613459234054215,-0.7155084348823989,0.6955107432632841,0.4522307959701704,0.7883107777426852,0.6861110860416678,0.1566578275895426,0.1046506940170189,2.570182008832654,-2.249473644552597,0.7662536440017236,0.5433587657294601
5,usuario15s3t1330,0,0,0,0.5783041987868777,0.12118630759578017,0.23606276570823678,0.08235826392460929,5.285361495432666,-0.07060888941159528,0.4655699157909916,0.4584264558042768,0.6293233677636336,0.12036193690638278,0.23207416958109983,0.08667400444425212,5.559001547509184,-0.080848008488407,0.472288664293892,0.4780264211225517,0.5535751721048315,0.17149925756303877,0.2898469900194944,0.08815976175225489,4.279455178733411,0.1755176760015789,0.5550565384999455,0.4695175031422382,0.5701592058568663,0.2257856760474102,0.3676326903380715,0.08921936880127145,3.8066425518915215,0.3987465806895509,0.6612432188954147,0.44324567317916813,0.5281539711816386,0.32682831655624217,0.4261099314419678,0.09049375042072838,2.549889131225063,0.32918679317097677,1.0596468776296755,0.48655723216238284
7,usuario6s3t1330,0,0,0,0.6462762960668206,0.12402785040819084,0.24258226018291543,0.08662794590132208,5.375460476766616,0.0506071261504096,0.4783688306536633,0.4786431814367768,0.6951605811884627,0.160806031655685,0.25901284463452784,0.08585796081522774,5.0246761486113485,-0.3564309999986181,0.510822903315485,0.5479879454652077,0.538369986084338,0.18136122419890754,0.28529092599796396,0.0879974966957102,4.059755968581434,-0.12973878413440432,0.5589487032261535,0.483068936388708,0.518032959672937,0.193193761020014,0.29043428924158865,0.08698497614693708,3.836877913199856,-0.1926569289760606,0.5900597880601204,0.5282347373600519,0.5539738333527255,0.18697164449709788,0.2434318860282061,0.08583345694458576,4.099531205821653,-0.4065509838217384,0.5112551428780958,0.5201381393695018
6,usuario4s3t1330,0,0,0,0.652386802323738,0.12089332778657733,0.23595043964459128,0.08814415534891909,5.529392928875443,0.044852195186815595,0.4748227426676962,0.48353418733926834,0.6341127199301769,0.1530932281076311,0.26195680050678366,0.0841578829739571,4.80635417104151,0.250035888446486,0.5143499430047156,0.4627448614348767,0.617196434481345,0.1516841559501209,0.26453035488354526,0.08915129396826271,4.716306736721704,-0.2067154821250841,0.5108499807114054,0.4951143375261213,0.592264650913065,0.16701990363553598,0.27471097572797826,0.08753694278960145,4.368703562596013,-0.14145926798377345,0.5396293043326083,0.5058822602933716,0.849224044241049,0.2527429175568477,0.2933791080247043,0.08771427662228326,4.755225385089719,0.793509652105251,0.5948161616826729,0.4074696043081197
1,usuario13s3t1330,0,0,0,0.787530052522919,0.1266220556059198,0.2351503440872114,0.08643267096597808,6.077931092202107,-0.28392477498270263,0.47095725349486156,0.5692109921169308,0.5139670005853583,0.17518035643950342,0.26053748963002693,0.08629793333710095,4.079130640416408,-0.16019863899851347,0.5407029806518678,0.5185762250762451,0.5004999835154098,0.18577022273143473,0.186857744258116,0.08557536209741014,3.93230861255215,0.2729852876475343,0.44228721554995026,0.49695173156805084,0.30653441846769924,0.503849780508928,0.1306042993801624,0.08621183644543283,1.7330518594502027,-0.6551797417018382,0.791953145855118,0.5854508858283346,0.48088560842328587,0.2641273838128591,0.22191209333283377,0.08786597784800032,3.1469852898477537,-0.5506315111494915,0.5366083002653612,0.5088040232654223
4,usuario19s3t1330,0,0,0,0.5527545806031181,0.15917459622316396,0.24027122726930278,0.0848907155363002,4.345252859383723,0.006598804846514918,0.5078164520357983,0.4503536309370556,0.5931909751895105,0.1690915359439401,0.2229617649096724,0.08446088981743467,4.352734074452049,-0.322141298476788,0.4704974313166944,0.48388470401566924,0.5577305139976558,0.16346374559207028,0.2604302299758576,0.08831822554492064,4.381235204771885,-0.08316379268363065,0.526574719377757,0.5459280228889805,0.9314798500437915,0.4479326344514363,0.32643029353287206,0.09772855006009953,3.6416520988450642,1.4840231352602948,0.8554759488265872,0.41461307689523164,0.8302959789028533,0.48401062966260744,0.2885388650525856,0.10294753808866858,3.12181839333786,1.6078625137312053,0.9044648444686546,0.4472610212985425
3,usuario8s3t1330,0,0,0,0.548322119830547,0.16449658826952443,0.26128487690122737,0.08568017900031928,4.328412983628673,0.07221452160269154,0.5243766400886185,0.47153142964988093,0.5250272765574336,0.14198260014622133,0.24291815803077504,0.08275609667596451,4.649241307062281,-0.0025880823854708833,0.48760466271458824,0.4592538367709921,0.508623966272449,0.20352686826189964,0.31059632918527136,0.08719032974310283,3.736419055808574,0.08376866273308148,0.6145112075135052,0.47884070420854724,0.4658556971280926,0.23060750372597014,0.3142800605375325,0.0866968225386189,3.2670392199388347,0.1173756165536358,0.6669073468804062,0.46979205412354785,0.5108765419329103,0.16697172766355714,0.21619198651076615,0.08528306353756802,4.134456965143735,-0.10850566707346052,0.47542447599337645,0.4666202961888186
9,usuario21s3t1330,0,0,0,0.5161486854792643,0.17903234743779708,0.27628650901974433,0.0876606347630459,4.028660725399316,-0.1492382636587966,0.5458308986349617,0.5065457195779203,0.5091595182796153,0.2901359028813036,0.36445463496552755,0.10180075335457918,2.957226950252794,-0.3415404391586835,0.8201957315442013,0.45868783254978496,0.511104820795307,0.3030605209287772,0.2628607692620479,0.0973644191827839,2.9346944880749515,0.6899285672283478,0.6899013676674767,0.4962306544884765,0.3772033176050714,0.3734928538524958,0.21436229020036077,0.09183901735401478,2.2381459479756383,0.049931372851026584,0.8068048803521629,0.43709819769913605,0.47032705827027094,0.33719079331892565,0.27619914567753084,0.08527414546786512,2.6181076914112955,0.6147602154809348,0.7933467144576519,0.4467809954800518
10,usuario12s3t1330,0,0,0,0.5488055283755945,0.17925283409889955,0.286522246515505,0.08779670296333696,4.160099165886916,-0.1744458641867511,0.5580784936101592,0.5263495016778257,0.5625691460326754,0.24370335458317838,0.35887099746225765,0.08954424454366677,3.517300279178487,-0.4120616909499618,0.7056044013611324,0.5495882414537457,0.5503302912350915,0.25691318096461013,0.4040033353409921,0.08815764403648255,3.4171398511207047,-0.4437244260061434,0.7651765702786133,0.5577341581426393,0.5834960103019344,0.26683694864514684,0.3478787153917702,0.09279198704488813,3.4015064036928107,-0.6062401587277149,0.7240635977131286,0.529052331927692,0.41535855870024957,0.2573951099018599,0.030988454399586793,0.07080942916890844,2.81361848557077,-0.4391885282393755,0.08899555209947854,0.32843651996959017
8,usuario17s3t1330,0,0,0,0.5232199664193254,0.2034683253063302,0.32947470591760053,0.08732039080544121,3.687846074666607,0.11008015047160535,0.6340396088634201,0.46469030379252196,0.6231833364036776,0.2839705001049844,0.3720785117541678,0.09132322600544102,3.462189426183671,-0.6754786797448067,0.7566554764669333,0.557830914925656,0.5073788112845504,0.3769256278845374,0.2222300650561097,0.09662002780569817,2.623400447125209,-0.8781977907285341,0.7215488394684608,0.5275850391079412,0.49717098727157144,0.2669853897190795,0.2243766552085639,0.09019201027762798,3.1750512587828186,-0.5289611678633205,0.5738149509408695,0.4821354950490077,0.4358474022765891,0.26567640930630304,0.2103003300145944,0.0906540269913876,2.9468245316633004,-0.1517923431906217,0.573372298092917,0.4535031221135944
