11920.0000763, C, 126, 1, first, 4, MCC, first, 0.389920424403, 5
4400.00009537, D, 64, 35, D, 1, MCC, user, 0.207920792079, 1
5289.99996185, D, 64, 36, D, 1, MCC, user, 0.0551181102362, 1
2329.99992371, D, 64, 37, D, 2, MCC, user, 0.155555555556, 2
8319.99993324, D, 64, 38, D, 1, MCC, user, 0.0804597701149, 1
3279.99997139, D, 64, 39, D, 1, MCC, user, 0.0419161676647, 1
4069.99993324, C, 64, 40, D, 1, MCC, user, 0.122807017544, 2
3329.99992371, D, 64, 41, C, 0, MCC, user, 0.0, 0
2789.99996185, D, 64, 42, D, 2, MCC, user, 0.116022099448, 2
4879.99987602, D, 64, 43, D, 3, MCC, user, 0.0909090909091, 3
4519.99998093, D, 64, 44, D, 3, MCC, user, 0.276315789474, 3
4240.00000954, D, 64, 45, D, 4, MCC, user, 0.304347826087, 4
2740.00000954, D, 64, 46, D, 1, MCC, user, 0.0598290598291, 1
4420.00007629, D, 64, 47, D, 1, MCC, user, 0.0, 1
4059.99994278, C, 143, 1, first, 4, MCC, first, 0.421686746988, 5
14420.0000763, D, 143, 2, C, 2, MCC, user, 0.116022099448, 2
7039.99996185, C, 143, 3, D, 3, MCC, user, 0.312714776632, 4
2029.99997139, C, 143, 4, C, 2, MCC, user, 0.194444444444, 3
5369.99988556, D, 143, 5, C, 2, MCC, user, 0.177215189873, 2
4619.99988556, D, 143, 6, D, 3, MCC, user, 0.195804195804, 3
4309.99994278, D, 143, 7, D, 1, MCC, user, 0.0510948905109, 1
15330.0001621, C, 143, 8, D, 4, MCC, user, 0.505703422053, 5
19029.9999714, D, 143, 9, C, 4, MCC, user, 0.271844660194, 4
10860.0001335, D, 143, 10, D, 1, MCC, user, 0.0355329949239, 1
8759.99999046, C, 143, 11, D, 2, MCC, user, 0.154411764706, 3
5019.99998093, C, 143, 12, C, 2, MCC, user, 0.210526315789, 3
4079.99992371, D, 143, 13, C, 1, MCC, user, 0.0909090909091, 1
6200.00004768, D, 143, 14, D, 2, MCC, user, 0.0995260663507, 2
6569.99993324, D, 143, 15, D, 3, MCC, user, 0.196787148594, 3
4170.00007629, D, 143, 16, D, 1, MCC, user, 0.0760869565217, 1
5879.99987602, C, 143, 17, D, 1, MCC, user, 0.189189189189, 2
11049.9999523, D, 143, 18, C, 3, MCC, user, 0.259259259259, 3
6129.99987602, C, 143, 19, D, 3, MCC, user, 0.292604501608, 4
4519.99998093, D, 143, 20, C, 1, MCC, user, 0.0721649484536, 1
4569.99993324, D, 143, 21, D, 2, MCC, user, 0.225806451613, 2
4519.99998093, D, 143, 22, D, 3, MCC, user, 0.198113207547, 3
3250.0, D, 143, 23, D, 2, MCC, user, 0.134615384615, 2
11660.0000858, C, 143, 24, D, 1, MCC, user, 0.122807017544, 2
5759.99999046, C, 143, 25, C, 1, MCC, user, 0.112903225806, 2
3150.00009537, D, 143, 26, C, 2, MCC, user, 0.0804597701149, 2
11700.0000477, D, 143, 27, D, 1, MCC, user, 0.0, 1
5959.99979973, D, 143, 28, D, 2, MCC, user, 0.318181818182, 2
11940.0000572, D, 143, 29, D, 2, MCC, user, 0.142857142857, 2
4279.99997139, D, 143, 30, D, 4, MCC, user, 0.282511210762, 4
3799.99995232, D, 143, 31, D, 0, MCC, user, 0.0, 0
7879.99987602, C, 143, 32, D, 3, MCC, user, 0.299610894942, 4
7119.99988556, D, 143, 33, C, 2, MCC, user, 0.0853658536585, 2
4450.00004768, C, 143, 34, D, 0, MCC, user, 0.0, 1
4140.0001049, D, 143, 35, C, 2, MCC, user, 0.241379310345, 2
5540.00020027, D, 143, 36, D, 1, MCC, user, 0.0804597701149, 1
8639.99986649, D, 143, 37, D, 2, MCC, user, 0.162790697674, 2
12119.9998856, D, 143, 38, D, 0, MCC, user, 0.0, 0
4019.99998093, D, 143, 39, D, 1, MCC, user, 0.0551181102362, 1
7320.00017166, D, 143, 40, D, 2, MCC, user, 0.0804597701149, 2
6799.99995232, D, 143, 41, D, 0, MCC, user, 0.0, 0
4730.00001907, D, 143, 42, D, 2, MCC, user, 0.198113207547, 2
10350.0001431, D, 143, 43, D, 2, MCC, user, 0.0760869565217, 2
3829.99992371, D, 143, 44, D, 1, MCC, user, 0.0995260663507, 1
2840.00015259, C, 143, 45, D, 1, MCC, user, 0.0836653386454, 2
15970.0000286, D, 143, 46, C, 1, MCC, user, 0.10447761194, 1
8769.99998093, C, 143, 47, D, 0, MCC, user, 0.0, 1
9500.0, D, 115, 1, first, 6, PD, first, 0.57507082153, 6
11369.9998856, D, 115, 2, D, 2, PD, user, 0.207920792079, 2
20150.0000954, D, 115, 3, D, 4, PD, user, 0.32384341637, 4
25269.9999809, D, 115, 4, D, 4, PD, user, 0.270386266094, 4
9899.99985695, D, 115, 5, D, 3, PD, user, 0.271844660194, 3
16710.0000381, D, 115, 6, D, 5, PD, user, 0.358974358974, 5
13029.9999714, D, 115, 7, D, 1, PD, user, 0.0, 1
20309.9999428, D, 115, 8, D, 3, PD, user, 0.259259259259, 3
15849.9999046, D, 115, 10, D, 2, PD, auto, 0.198113207547, 2
23619.9998856, C, 115, 11, D, 2, PD, user, 0.16955017301, 3
9000.0, D, 115, 12, C, 4, PD, user, 0.324894514768, 4
13160.0000858, D, 115, 13, D, 4, PD, user, 0.386503067485, 4
6750.0, D, 115, 14, D, 2, PD, user, 0.122807017544, 2
4220.00002861, D, 115, 15, D, 4, PD, user, 0.318181818182, 4
5900.00009537, D, 115, 16, D, 3, PD, user, 0.270386266094, 3
10990.0000095, D, 115, 17, D, 3, PD, user, 0.301075268817, 3
8839.99991417, D, 115, 18, D, 2, PD, user, 0.166666666667, 2
6160.00008583, D, 115, 19, D, 3, PD, user, 0.270386266094, 3
9610.00013351, D, 115, 20, D, 3, PD, user, 0.27374301676, 3
21700.0000477, D, 115, 21, D, 2, PD, user, 0.179487179487, 2
4549.99995232, C, 115, 22, D, 2, PD, user, 0.239543726236, 3
2369.99988556, D, 115, 23, C, 4, PD, user, 0.259259259259, 4
6130.00011444, D, 115, 24, D, 2, PD, user, 0.148936170213, 2
12220.0000286, D, 115, 25, D, 1, PD, user, 0.0355329949239, 1
7019.99998093, D, 115, 26, D, 2, PD, user, 0.0598290598291, 2
6889.99986649, D, 115, 27, D, 2, PD, user, 0.0, 2
6440.00005722, D, 115, 28, D, 0, PD, user, 0.0, 0
8079.99992371, D, 115, 29, D, 4, PD, user, 0.310344827586, 4
14710.0000381, D, 115, 30, D, 4, PD, user, 0.304347826087, 4
3110.00013351, D, 115, 31, D, 2, PD, user, 0.148936170213, 2
15019.9999809, D, 115, 32, D, 6, PD, user, 0.411764705882, 6
3539.99996185, D, 115, 33, D, 3, PD, user, 0.259259259259, 3
6120.00012398, D, 115, 34, D, 2, PD, user, 0.0, 2
7589.99991417, D, 115, 35, D, 2, PD, user, 0.225806451613, 2
5759.99999046, D, 115, 36, D, 1, PD, user, 0.0, 1
10630.0001144, C, 115, 37, D, 2, PD, user, 0.234449760766, 3
3000.0, D, 115, 38, C, 1, PD, user, 0.0804597701149, 1
1589.99991417, D, 115, 39, D, 1, PD, user, 0.0804597701149, 1
5309.99994278, D, 115, 40, D, 1, PD, user, 0.0419161676647, 1
17440.0000572, D, 115, 41, D, 2, PD, user, 0.139072847682, 2
2049.99995232, D, 115, 42, D, 3, PD, user, 0.289940828402, 3
5299.99995232, D, 115, 43, D, 3, PD, user, 0.225806451613, 3
3440.00005722, D, 115, 44, D, 4, PD, user, 0.488372093023, 4
9490.00000954, D, 115, 45, D, 4, PD, user, 0.244186046512, 4
5869.99988556, D, 115, 46, D, 0, PD, user, 0.0, 0
4359.9998951, D, 115, 47, D, 1, PD, user, 0.0, 1
5450.00004768, C, 122, 1, first, 4, MCC, first, 0.433962264151, 5
8560.0001812, C, 122, 2, C, 2, MCC, user, 0.230769230769, 3
3660.00008583, D, 122, 3, C, 4, MCC, user, 0.318181818182, 4
6089.99991417, C, 122, 4, D, 1, MCC, user, 0.0836653386454, 2
20900.0000954, D, 122, 5, C, 3, MCC, user, 0.21875, 3
7319.99993324, C, 122, 6, D, 3, MCC, user, 0.222614840989, 4
6840.00015259, C, 122, 7, C, 0, MCC, user, 0.0, 1
2740.00000954, D, 122, 8, C, 3, MCC, user, 0.28, 3
6669.99983788, D, 122, 9, D, 2, MCC, user, 0.155555555556, 2
2549.99995232, C, 122, 10, D, 2, MCC, user, 0.259259259259, 3
2710.00003815, D, 122, 11, C, 3, MCC, user, 0.182156133829, 3
3350.00014305, D, 122, 12, D, 3, MCC, user, 0.249011857708, 3
5990.00000954, C, 122, 13, D, 3, MCC, user, 0.295774647887, 4
13619.9998856, D, 122, 14, C, 1, MCC, user, 0.0760869565217, 1
6279.99997139, D, 122, 15, D, 2, MCC, user, 0.189189189189, 2
7990.00000954, C, 122, 16, D, 3, MCC, user, 0.295774647887, 4
7160.00008583, D, 122, 17, C, 3, MCC, user, 0.247787610619, 3
3759.99999046, D, 122, 18, D, 1, MCC, user, 0.0909090909091, 1
8099.99990463, D, 122, 19, D, 2, MCC, user, 0.237288135593, 2
13269.9999809, C, 122, 20, D, 2, MCC, user, 0.21875, 3
8479.99978065, D, 122, 21, C, 2, MCC, user, 0.10447761194, 2
4230.00001907, D, 122, 22, D, 3, MCC, user, 0.189189189189, 3
9099.99990463, C, 122, 23, D, 2, MCC, user, 0.166666666667, 3
2500.0, D, 122, 24, C, 1, MCC, user, 0.0909090909091, 1
5959.99979973, D, 122, 25, D, 1, MCC, user, 0.047619047619, 1
4710.00003815, D, 122, 26, D, 2, MCC, user, 0.0598290598291, 2
5519.99998093, C, 122, 27, D, 0, MCC, user, 0.0, 1
4230.00001907, D, 122, 28, C, 2, MCC, user, 0.122807017544, 2
7640.0001049, C, 122, 29, D, 3, MCC, user, 0.259259259259, 4
3859.9998951, C, 122, 30, C, 3, MCC, user, 0.259259259259, 4
5660.00008583, C, 122, 31, C, 1, MCC, user, 0.122807017544, 2
10259.9999905, D, 122, 32, C, 3, MCC, user, 0.162790697674, 3
4710.00003815, C, 122, 33, D, 2, MCC, user, 0.276315789474, 3
11550.0001907, C, 122, 34, C, 0, MCC, user, 0.0, 1
4319.99993324, D, 122, 35, C, 1, MCC, user, 0.10447761194, 1
4939.9998188, D, 122, 36, D, 2, MCC, user, 0.112903225806, 2
4809.99994278, C, 122, 37, D, 2, MCC, user, 0.27374301676, 3
5120.00012398, C, 122, 38, C, 1, MCC, user, 0.10447761194, 2
4269.99998093, D, 122, 39, C, 0, MCC, user, 0.0, 0
5339.99991417, D, 122, 40, D, 2, MCC, user, 0.112903225806, 2
6899.99985695, C, 122, 41, D, 1, MCC, user, 0.122807017544, 2
4839.99991417, C, 122, 42, C, 1, MCC, user, 0.177215189873, 2
2849.99990463, D, 122, 43, C, 2, MCC, user, 0.155555555556, 2
6719.99979019, C, 122, 44, D, 5, MCC, user, 0.545454545455, 6
2639.99986649, C, 122, 45, C, 1, MCC, user, 0.10447761194, 2
2289.99996185, D, 122, 46, C, 0, MCC, user, 0.0, 0
3750.0, D, 122, 47, D, 0, MCC, user, 0.0, 0
11550.0001907, C, 97, 1, first, 5, PD, first, 0.53216374269, 6
11250.0, D, 97, 2, C, 5, PD, user, 0.383561643836, 5
10809.9999428, C, 97, 3, D, 3, PD, user, 0.269230769231, 4
8279.99997139, D, 97, 4, C, 3, PD, user, 0.179487179487, 3
6429.99982834, D, 97, 5, D, 4, PD, user, 0.311740890688, 4
7490.00000954, D, 97, 6, D, 4, PD, user, 0.285714285714, 4
7080.00016212, D, 97, 7, D, 2, PD, user, 0.122807017544, 2
11450.0000477, C, 97, 8, D, 3, PD, user, 0.4375, 4
7820.00017166, D, 97, 9, C, 2, PD, user, 0.198113207547, 2
14720.0000286, C, 97, 10, D, 4, PD, user, 0.396226415094, 5
7829.99992371, D, 97, 11, C, 3, PD, user, 0.21875, 3
16619.9998856, D, 97, 12, D, 3, PD, user, 0.198113207547, 3
7329.99992371, D, 97, 13, D, 3, PD, user, 0.328859060403, 3
7009.99999046, D, 97, 14, D, 2, PD, user, 0.130434782609, 2
8289.99996185, D, 97, 15, D, 1, PD, user, 0.0598290598291, 1
6300.00019073, D, 97, 16, D, 3, PD, user, 0.291666666667, 3
9170.00007629, C, 97, 17, D, 1, PD, user, 0.142857142857, 2
7380.00011444, D, 97, 18, C, 1, PD, user, 0.0909090909091, 1
6470.00002861, D, 97, 19, D, 4, PD, user, 0.411764705882, 4
12099.9999046, D, 97, 20, D, 4, PD, user, 0.333333333333, 4
9580.00016212, C, 97, 21, D, 0, PD, user, 0.0, 1
9210.00003815, C, 97, 22, C, 1, PD, user, 0.137254901961, 2
9840.00015259, D, 97, 23, C, 2, PD, user, 0.128440366972, 2
7049.99995232, D, 97, 24, D, 1, PD, user, 0.0804597701149, 1
6710.00003815, D, 97, 25, D, 1, PD, user, 0.0654205607477, 1
10819.9999332, D, 97, 26, D, 1, PD, user, 0.0, 1
5600.00014305, D, 97, 27, D, 1, PD, user, 0.0, 1
8039.99996185, C, 97, 28, D, 1, PD, user, 0.0686274509804, 2
8189.9998188, D, 97, 29, C, 4, PD, user, 0.295774647887, 4
3490.00000954, D, 97, 30, D, 3, PD, user, 0.148936170213, 3
7700.00004768, D, 97, 31, D, 2, PD, user, 0.148936170213, 2
4790.00020027, D, 97, 32, D, 2, PD, user, 0.112903225806, 2
2950.00004768, D, 97, 33, D, 2, PD, user, 0.202898550725, 2
9070.00017166, D, 97, 34, D, 2, PD, user, 0.0551181102362, 2
4750.0, D, 97, 35, D, 0, PD, user, 0.0, 0
6929.99982834, D, 97, 36, D, 3, PD, user, 0.21875, 3
3530.00020981, D, 97, 37, D, 1, PD, user, 0.0909090909091, 1
6889.99986649, C, 97, 38, D, 1, PD, user, 0.0804597701149, 2
6269.99998093, D, 97, 39, C, 0, PD, user, 0.0, 0
3959.99979973, D, 97, 40, D, 1, PD, user, 0.0355329949239, 1
5000.0, D, 97, 41, D, 2, PD, user, 0.122807017544, 2
3710.00003815, D, 97, 42, D, 1, PD, user, 0.0551181102362, 1
3839.99991417, D, 97, 43, D, 3, PD, user, 0.234449760766, 3
6779.99997139, D, 97, 44, D, 6, PD, user, 0.555555555556, 6
9699.99980927, D, 97, 45, D, 2, PD, user, 0.139072847682, 2
3579.99992371, D, 97, 46, D, 0, PD, user, 0.0, 0
6169.99983788, D, 97, 47, D, 0, PD, user, 0.0, 0
6959.99979973, D, 14, 1, first, 6, PD, first, 0.541547277937, 6
13779.9999714, C, 14, 2, D, 3, PD, user, 0.272727272727, 4
5220.00002861, D, 14, 3, C, 4, PD, user, 0.306569343066, 4
3560.0001812, D, 14, 4, D, 2, PD, user, 0.127272727273, 2
19730.0000191, C, 14, 5, D, 2, PD, user, 0.182156133829, 3
6329.99992371, D, 14, 6, C, 1, PD, user, 0.0283400809717, 1
3860.00013351, D, 14, 7, D, 3, PD, user, 0.339207048458, 3
11759.9999905, C, 14, 8, D, 5, PD, user, 0.632768361582, 6
5759.99999046, C, 14, 9, C, 2, PD, user, 0.306569343066, 3
2600.00014305, D, 14, 10, C, 4, PD, user, 0.292604501608, 4
2960.00003815, D, 14, 11, D, 3, PD, user, 0.205020920502, 3
5200.00004768, C, 14, 12, D, 1, PD, user, 0.0836653386454, 2
4840.00015259, D, 14, 13, C, 0, PD, user, 0.0, 0
4169.99983788, C, 14, 14, D, 1, PD, user, 0.122807017544, 2
4750.0, D, 14, 15, C, 1, PD, user, 0.0909090909091, 1
2000.0, D, 14, 16, D, 1, PD, user, 0.0909090909091, 1
7650.00009537, D, 14, 18, D, 2, PD, auto, 0.207920792079, 2
24509.9999905, C, 14, 19, D, 3, PD, user, 0.274924471299, 4
3009.99999046, D, 14, 20, C, 2, PD, user, 0.155555555556, 2
24309.9999428, D, 14, 21, D, 1, PD, user, 0.0, 1
3449.99980927, D, 14, 22, D, 2, PD, user, 0.0871369294606, 2
29029.9999714, D, 14, 23, D, 1, PD, user, 0.0510948905109, 1
3889.99986649, D, 14, 24, D, 3, PD, user, 0.324894514768, 3
6139.99986649, D, 14, 25, D, 1, PD, user, 0.0804597701149, 1
2440.00005722, C, 14, 26, D, 0, PD, user, 0.0, 1
17089.9999142, D, 14, 27, C, 1, PD, user, 0.10447761194, 1
1349.99990463, D, 14, 28, D, 3, PD, user, 0.134615384615, 3
25700.0000477, D, 14, 29, D, 2, PD, user, 0.112903225806, 2
5079.99992371, D, 14, 30, D, 2, PD, user, 0.0374331550802, 2
24829.9999237, D, 14, 31, D, 1, PD, user, 0.0909090909091, 1
17420.0000763, D, 14, 32, D, 0, PD, user, 0.0, 0
16710.0000381, D, 14, 33, D, 1, PD, user, 0.0445859872611, 1
26049.9999523, D, 14, 34, D, 1, PD, user, 0.0374331550802, 1
25940.0000572, D, 14, 35, D, 1, PD, user, 0.0995260663507, 1
10089.9999142, D, 14, 36, D, 2, PD, user, 0.157303370787, 2
25720.0000286, D, 14, 37, D, 1, PD, user, 0.0853658536585, 1
5730.00001907, D, 14, 38, D, 2, PD, user, 0.10447761194, 2
2539.99996185, D, 14, 39, D, 1, PD, user, 0.189189189189, 1
16440.0000572, D, 14, 40, D, 3, PD, user, 0.205020920502, 3
9119.99988556, D, 14, 41, D, 2, PD, user, 0.205020920502, 2
17070.0001717, D, 14, 42, D, 1, PD, user, 0.0972222222222, 1
3099.99990463, C, 14, 43, D, 1, PD, user, 0.0939597315436, 2
2149.99985695, D, 14, 44, C, 5, PD, user, 0.472140762463, 5
3890.0001049, D, 14, 45, D, 2, PD, user, 0.170731707317, 2
3710.00003815, D, 14, 46, D, 1, PD, user, 0.10447761194, 1
14019.9999809, D, 14, 47, D, 0, PD, user, 0.0, 0
15729.9997807, C, 89, 1, first, 5, MCC, first, 0.591280653951, 6
18140.0001049, D, 89, 2, C, 6, MCC, user, 0.512195121951, 6
14390.0001049, D, 89, 3, D, 4, MCC, user, 0.32384341637, 4
25730.0000191, C, 89, 4, D, 3, MCC, user, 0.306569343066, 4
20730.0000191, D, 89, 5, C, 3, MCC, user, 0.21875, 3
16160.0000858, D, 89, 6, D, 3, MCC, user, 0.130434782609, 3
7180.00006676, C, 89, 7, D, 3, MCC, user, 0.427480916031, 4
21299.9999523, C, 89, 8, C, 5, MCC, user, 0.60960960961, 6
21360.0001335, D, 89, 9, C, 5, MCC, user, 0.505703422053, 5
8069.99993324, D, 89, 10, D, 5, MCC, user, 0.37984496124, 5
7150.00009537, C, 89, 11, D, 2, MCC, user, 0.247787610619, 3
11930.0000668, D, 89, 12, C, 4, MCC, user, 0.179487179487, 4
9940.00005722, D, 89, 13, D, 2, MCC, user, 0.241379310345, 2
12769.9999809, C, 89, 14, D, 3, MCC, user, 0.318181818182, 4
4359.9998951, C, 89, 15, C, 2, MCC, user, 0.282511210762, 3
7450.00004768, D, 89, 16, C, 2, MCC, user, 0.207920792079, 2
10460.0000381, D, 89, 17, D, 3, MCC, user, 0.25, 3
10279.9999714, D, 89, 18, D, 4, MCC, user, 0.393939393939, 4
2629.99987602, D, 89, 19, D, 6, MCC, user, 0.381818181818, 6
7050.00019073, D, 89, 20, D, 2, MCC, user, 0.122807017544, 2
6289.99996185, D, 89, 21, D, 3, MCC, user, 0.259259259259, 3
3190.00005722, C, 89, 22, D, 2, MCC, user, 0.205020920502, 3
8430.00006676, C, 89, 23, C, 2, MCC, user, 0.250814332248, 3
8970.00002861, C, 89, 24, C, 4, MCC, user, 0.512195121951, 5
5779.99997139, D, 89, 25, C, 1, MCC, user, 0.0, 1
4930.00006676, D, 89, 26, D, 4, MCC, user, 0.285714285714, 4
7470.00002861, C, 89, 27, D, 2, MCC, user, 0.411764705882, 3
5620.00012398, C, 89, 28, C, 2, MCC, user, 0.196787148594, 3
20259.9999905, C, 89, 29, C, 2, MCC, user, 0.223744292237, 3
5660.00008583, D, 89, 30, C, 3, MCC, user, 0.2, 3
17619.9998856, D, 89, 31, D, 3, MCC, user, 0.202898550725, 3
10549.9999523, D, 89, 32, D, 1, MCC, user, 0.0654205607477, 1
7019.99998093, D, 89, 33, D, 2, MCC, user, 0.116022099448, 2
10519.9999809, D, 89, 34, D, 3, MCC, user, 0.139072847682, 3
3579.99992371, C, 89, 35, D, 3, MCC, user, 0.362549800797, 4
9120.00012398, D, 89, 36, C, 3, MCC, user, 0.259259259259, 3
4759.99999046, C, 89, 37, D, 2, MCC, user, 0.333333333333, 3
8740.00000954, C, 89, 38, C, 2, MCC, user, 0.207920792079, 3
4600.00014305, D, 89, 39, C, 3, MCC, user, 0.386503067485, 3
7829.99992371, C, 89, 40, D, 3, MCC, user, 0.312714776632, 4
20070.0001717, C, 89, 41, C, 3, MCC, user, 0.335793357934, 4
9750.0, C, 89, 42, C, 2, MCC, user, 0.318181818182, 3
15109.9998951, D, 89, 43, C, 5, MCC, user, 0.324894514768, 5
8369.99988556, C, 89, 44, D, 5, MCC, user, 0.602649006623, 6
4490.00000954, C, 89, 45, C, 3, MCC, user, 0.393939393939, 4
6930.00006676, D, 89, 46, C, 3, MCC, user, 0.271844660194, 3
5559.99994278, D, 89, 47, D, 1, MCC, user, 0.189189189189, 1
7619.99988556, C, 7, 1, first, 6, MCC, first, 0.736842105263, 7
8259.99999046, C, 7, 2, C, 4, MCC, user, 0.445983379501, 5
7339.99991417, C, 7, 3, C, 3, MCC, user, 0.344262295082, 4
11039.9999619, C, 7, 4, C, 3, MCC, user, 0.283489096573, 4
8559.99994278, C, 7, 5, C, 2, MCC, user, 0.195804195804, 3
7319.99993324, C, 7, 6, C, 1, MCC, user, 0.0573770491803, 2
4099.99990463, D, 7, 7, C, 4, MCC, user, 0.459459459459, 4
4159.99984741, D, 7, 8, D, 4, MCC, user, 0.442379182156, 4
6990.00000954, C, 7, 9, D, 3, MCC, user, 0.358974358974, 4
4440.00005722, C, 7, 10, C, 2, MCC, user, 0.207920792079, 3
5480.00001907, D, 7, 11, C, 3, MCC, user, 0.234449760766, 3
