round player action_player opponent action_opponent payoff time_php time_js who_played
1 usuario16 C ['usuario7', 'usuario15', 'usuario14', 'usuario3'] D 10 -11381.9999695 16623 user
11 usuario15 D ['usuario9', 'usuario12', 'usuario13', 'usuario16'] C 19 -14907.200098 11118 user
11 usuario12 C ['usuario11', 'usuario3', 'usuario6', 'usuario15'] D 5 -10323.9998817 15675 user
11 usuario3 C ['usuario4', 'usuario16', 'usuario1', 'usuario12'] C 15 -13422.7001667 12382 user
11 usuario14 C ['usuario16', 'usuario13', 'usuario10', 'usuario1'] C 15 -31.200170517 25745 user
11 usuario13 D ['usuario15', 'usuario6', 'usuario2', 'usuario14'] C 9 -12397.8998661 12931 user
11 usuario6 D ['usuario12', 'usuario1', 'usuario8', 'usuario13'] D 14 -18550.4999161 7785 user
11 usuario1 C ['usuario3', 'usuario14', 'usuario5', 'usuario6'] D 15 -17535.0999832 8975 user
11 usuario10 C ['usuario14', 'usuario2', 'usuario7', 'usuario5'] C 15 -1084.89990234 24906 user
11 usuario2 D ['usuario13', 'usuario8', 'usuario9', 'usuario10'] C 14 -12384.3998909 13454 user
11 usuario8 D ['usuario6', 'usuario5', 'usuario11', 'usuario2'] D 9 -16524.3999958 9381 user
11 usuario5 C ['usuario1', 'usuario10', 'usuario4', 'usuario8'] D 10 -15840.3999805 10273 user
11 usuario7 C ['usuario10', 'usuario9', 'usuario16', 'usuario4'] D 15 -5195.9002018 20900 user
11 usuario9 C ['usuario2', 'usuario11', 'usuario15', 'usuario7'] C 5 -11391.299963 14889 user
11 usuario11 D ['usuario8', 'usuario4', 'usuario12', 'usuario9'] C 14 -21815.9999847 4689 user
11 usuario4 D ['usuario5', 'usuario7', 'usuario3', 'usuario11'] D 19 -16507.8001022 9261 user
12 usuario16 D ['usuario7', 'usuario15', 'usuario14', 'usuario3'] D 19 -9341.09997749 17498 user
12 usuario15 C ['usuario9', 'usuario12', 'usuario13', 'usuario16'] D 15 -4249.09996986 23616 user
12 usuario12 C ['usuario11', 'usuario3', 'usuario6', 'usuario15'] C 5 -14441.9000149 12249 user
12 usuario3 D ['usuario4', 'usuario16', 'usuario1', 'usuario12'] C 14 -25.3000259399 26752 user
12 usuario14 C ['usuario16', 'usuario13', 'usuario10', 'usuario1'] C 10 -21681.4000607 5419 user
12 usuario13 C ['usuario15', 'usuario6', 'usuario2', 'usuario14'] C 10 -23736.000061 3662 user
12 usuario6 D ['usuario12', 'usuario1', 'usuario8', 'usuario13'] C 19 -15483.8001728 11202 user
12 usuario1 C ['usuario3', 'usuario14', 'usuario5', 'usuario6'] D 10 -7245.39995193 19386 user
12 usuario10 D ['usuario14', 'usuario2', 'usuario7', 'usuario5'] C 19 -3141.49999619 24328 user
12 usuario2 D ['usuario13', 'usuario8', 'usuario9', 'usuario10'] D 14 -11375.1001358 15942 user
12 usuario8 D ['usuario6', 'usuario5', 'usuario11', 'usuario2'] D 9 -15503.6001205 11776 user
12 usuario5 C ['usuario1', 'usuario10', 'usuario4', 'usuario8'] D 5 -21779.2999744 4621 user
12 usuario7 C ['usuario10', 'usuario9', 'usuario16', 'usuario4'] D 5 -34.4998836517 27221 user
12 usuario9 C ['usuario2', 'usuario11', 'usuario15', 'usuario7'] C 10 -15486.000061 11539 user
12 usuario11 D ['usuario8', 'usuario4', 'usuario12', 'usuario9'] C 14 -23953.799963 3022 user
12 usuario4 D ['usuario5', 'usuario7', 'usuario3', 'usuario11'] D 14 -17546.599865 9392 user
13 usuario16 D ['usuario7', 'usuario15', 'usuario14', 'usuario3'] C 24 -25864.9001122 7655 user
13 usuario15 C ['usuario9', 'usuario12', 'usuario13', 'usuario16'] D 10 -45.4001426697 32854 user
13 usuario12 C ['usuario11', 'usuario3', 'usuario6', 'usuario15'] C 10 -17541.3000584 15562 user
13 usuario3 C ['usuario4', 'usuario16', 'usuario1', 'usuario12'] C 5 -21717.5998688 12031 user
13 usuario14 C ['usuario16', 'usuario13', 'usuario10', 'usuario1'] D 0 -26798.7000942 5987 user
13 usuario13 D ['usuario15', 'usuario6', 'usuario2', 'usuario14'] C 14 -31026.7999172 2126 user
13 usuario6 D ['usuario12', 'usuario1', 'usuario8', 'usuario13'] D 14 -21679.899931 11205 user
13 usuario1 D ['usuario3', 'usuario14', 'usuario5', 'usuario6'] D 14 -28843.8999653 4311 user
13 usuario10 D ['usuario14', 'usuario2', 'usuario7', 'usuario5'] D 14 -20713.0000591 11917 user
13 usuario2 D ['usuario13', 'usuario8', 'usuario9', 'usuario10'] D 14 -19632.4999332 13435 user
13 usuario8 C ['usuario6', 'usuario5', 'usuario11', 'usuario2'] D 0 -16499.5999336 16903 user
13 usuario5 D ['usuario1', 'usuario10', 'usuario4', 'usuario8'] C 9 -23848.7000465 8864 user
13 usuario7 C ['usuario10', 'usuario9', 'usuario16', 'usuario4'] D 5 -26771.3999748 6058 user
13 usuario9 C ['usuario2', 'usuario11', 'usuario15', 'usuario7'] C 10 -15488.1000519 17563 user
13 usuario11 D ['usuario8', 'usuario4', 'usuario12', 'usuario9'] C 19 -22763.1001472 9956 user
13 usuario4 D ['usuario5', 'usuario7', 'usuario3', 'usuario11'] D 14 -28893.3999538 4094 user
14 usuario16 D ['usuario7', 'usuario15', 'usuario14', 'usuario3'] C 14 -10335.2999687 10868 user
14 usuario15 D ['usuario9', 'usuario12', 'usuario13', 'usuario16'] D 9 -7424.99995232 13570 user
14 usuario12 D ['usuario11', 'usuario3', 'usuario6', 'usuario15'] D 9 -13411.7000103 8479 user
14 usuario3 C ['usuario4', 'usuario16', 'usuario1', 'usuario12'] D 5 -10343.5001373 11166 user
14 usuario14 D ['usuario16', 'usuario13', 'usuario10', 'usuario1'] D 9 -15490.0000095 6685 user
14 usuario13 D ['usuario15', 'usuario6', 'usuario2', 'usuario14'] D 4 -19634.4001293 1634 user
14 usuario6 D ['usuario12', 'usuario1', 'usuario8', 'usuario13'] D 4 -17526.5002251 5144 user
14 usuario1 D ['usuario3', 'usuario14', 'usuario5', 'usuario6'] D 9 -12374.699831 9424 user
14 usuario10 C ['usuario14', 'usuario2', 'usuario7', 'usuario5'] D 5 -14452.1999359 7338 user
14 usuario2 D ['usuario13', 'usuario8', 'usuario9', 'usuario10'] C 14 -34.3999862671 21544 user
14 usuario8 D ['usuario6', 'usuario5', 'usuario11', 'usuario2'] D 4 -18563.5998249 3378 user
14 usuario5 D ['usuario1', 'usuario10', 'usuario4', 'usuario8'] D 14 -15656.5999985 6918 user
14 usuario7 C ['usuario10', 'usuario9', 'usuario16', 'usuario4'] C 15 -4167.2000885 18270 user
14 usuario9 C ['usuario2', 'usuario11', 'usuario15', 'usuario7'] C 5 -17576.3001442 3860 user
14 usuario11 D ['usuario8', 'usuario4', 'usuario12', 'usuario9'] C 14 -15572.3001957 6527 user
14 usuario4 C ['usuario5', 'usuario7', 'usuario3', 'usuario11'] D 10 -13431.2000275 8600 user
15 usuario16 D ['usuario7', 'usuario15', 'usuario14', 'usuario3'] D 14 -11371.9000816 14962 user
15 usuario15 D ['usuario9', 'usuario12', 'usuario13', 'usuario16'] D 9 -3183.89987946 23583 user
15 usuario12 D ['usuario11', 'usuario3', 'usuario6', 'usuario15'] D 9 -17537.1999741 8086 user
15 usuario3 D ['usuario4', 'usuario16', 'usuario1', 'usuario12'] D 9 -27.8000831604 25615 user
15 usuario14 C ['usuario16', 'usuario13', 'usuario10', 'usuario1'] C 10 -19587.6998901 6447 user
15 usuario13 D ['usuario15', 'usuario6', 'usuario2', 'usuario14'] C 9 -21745.3000546 4385 user
15 usuario6 D ['usuario12', 'usuario1', 'usuario8', 'usuario13'] D 9 -21714.400053 4333 user
15 usuario1 C ['usuario3', 'usuario14', 'usuario5', 'usuario6'] D 10 -20679.1000366 5621 user
15 usuario10 C ['usuario14', 'usuario2', 'usuario7', 'usuario5'] C 15 -18557.199955 7334 user
15 usuario2 D ['usuario13', 'usuario8', 'usuario9', 'usuario10'] C 14 -9300.5001545 17333 user
15 usuario8 D ['usuario6', 'usuario5', 'usuario11', 'usuario2'] D 14 -22665.599823 2594 user
15 usuario5 C ['usuario1', 'usuario10', 'usuario4', 'usuario8'] D 10 -20781.0001373 4700 user
15 usuario7 C ['usuario10', 'usuario9', 'usuario16', 'usuario4'] D 10 -10339.9000168 15380 user
15 usuario9 C ['usuario2', 'usuario11', 'usuario15', 'usuario7'] C 10 -20641.0000324 5203 user
15 usuario11 C ['usuario8', 'usuario4', 'usuario12', 'usuario9'] C 5 -17706.8998814 8285 user
15 usuario4 D ['usuario5', 'usuario7', 'usuario3', 'usuario11'] C 19 -24737.3998165 1601 user
16 usuario16 D ['usuario7', 'usuario15', 'usuario14', 'usuario3'] D 14 -13424.8998165 12360 user
16 usuario15 D ['usuario9', 'usuario12', 'usuario13', 'usuario16'] D 14 -27.1999835968 25641 user
16 usuario12 D ['usuario11', 'usuario3', 'usuario6', 'usuario15'] D 9 -17546.9999313 8811 user
16 usuario3 D ['usuario4', 'usuario16', 'usuario1', 'usuario12'] D 9 -37.6999378204 26240 user
16 usuario14 C ['usuario16', 'usuario13', 'usuario10', 'usuario1'] C 10 -21657.200098 3932 user
16 usuario13 C ['usuario15', 'usuario6', 'usuario2', 'usuario14'] C 5 -15505.699873 10657 user
16 usuario6 D ['usuario12', 'usuario1', 'usuario8', 'usuario13'] C 14 -21655.6999683 4321 user
16 usuario1 C ['usuario3', 'usuario14', 'usuario5', 'usuario6'] D 10 -8276.20005608 17133 user
16 usuario10 D ['usuario14', 'usuario2', 'usuario7', 'usuario5'] C 19 -22671.200037 3608 user
16 usuario2 D ['usuario13', 'usuario8', 'usuario9', 'usuario10'] D 14 -18570.2998638 6725 user
16 usuario8 D ['usuario6', 'usuario5', 'usuario11', 'usuario2'] D 14 -18550.8999825 8122 user
16 usuario5 C ['usuario1', 'usuario10', 'usuario4', 'usuario8'] D 5 -23944.7000027 2407 user
16 usuario7 C ['usuario10', 'usuario9', 'usuario16', 'usuario4'] D 5 -11381.2000751 14216 user
16 usuario9 C ['usuario2', 'usuario11', 'usuario15', 'usuario7'] C 10 -21720.3998566 4035 user
16 usuario11 C ['usuario8', 'usuario4', 'usuario12', 'usuario9'] C 5 -12419.1000462 13300 user
16 usuario4 D ['usuario5', 'usuario7', 'usuario3', 'usuario11'] C 19 -18561.5999699 7743 user
17 usuario16 D ['usuario7', 'usuario15', 'usuario14', 'usuario3'] C 24 -14437.9999638 11405 user
