,Unnamed: 0,userid,a,v,t,z,a_st10,v_st10,t_st10,z_st10,a10,v10,t10,z10,a_st0,v_st0,t_st0,z_st0,a0,v0,t0,z0,a_st20,v_st20,t_st20,z_st20,a20,v20,t20,z20,a_st30,v_st30,t_st30,z_st30,a30,v30,t30,z30,a_st40,v_st40,t_st40,z_st40,a40,v40,t40,z40,s2,s1
10,467,105,6.713198611016897,-0.3433331664196057,0.3246055219903795,0.3733263050628904,0.7759950827183727,0.18169209000751232,0.22039138921531568,0.08707005772660945,5.078144017714685,-0.5070900577635529,0.4641024238501931,0.5554195042008311,0.9828555184534528,0.10661249405627113,0.21932604274851072,0.08903212214933469,7.294066194820199,-0.2530329190811747,0.4413082023034897,0.5616746012600254,0.7494991569879869,0.23269025931174755,0.24033145344888265,0.08850034376314599,4.440251124203937,-0.7057583908976583,0.5179914820556265,0.5586269885258778,0.6479106443551962,0.1226251674623372,0.1436271676716761,0.07346758586453994,5.321811958608108,-0.2264544829213843,0.33704914424470045,0.370638403027229,0.7386112165474237,0.2787274558502228,0.2494181974063003,0.09212717705184843,3.988443250127094,-0.7123894164122097,0.5345551346316036,0.5470758390839691,-452.0,-46
11,513,2,3.676156165869061,-0.006936221511293757,0.6875469086330228,0.5187457161313869,0.4500734524207193,0.2418935195604523,0.27841252132555955,0.08974556053995539,3.19972959935225,0.06721648084781014,0.6426893264802036,0.5039563299460267,0.6245613727049981,0.13623137219560402,0.244828894085178,0.08656789622776087,5.0229783781026764,0.06197365546506217,0.4904452739138944,0.4744286237881357,0.5144688566526088,0.1970018793942084,0.3157192379568204,0.08681330883682978,3.7987096187795113,-0.08097335167921249,0.6034117010306627,0.5289945321094643,0.4413941126149697,0.3665039289313671,0.30502553631517915,0.08975404885011021,2.2334430857954226,0.1305691769100389,0.9799847907618872,0.4992974624046061,0.4249830509805093,0.3091380087638267,0.2314498680124003,0.08839432030215114,2.685112166031756,0.11600228048311508,0.5780839445288449,0.4983558992004255,307.0,1
12,560,5,5.326220676071689,-0.2536073666498853,0.7873838332566439,0.6214838148680332,0.71041760486536,0.13003353470370346,0.2394303502493835,0.08769721576726881,5.620428813286358,-0.2009072821695149,0.4775015632845037,0.5468795753272772,0.7887746707410452,0.12862693569320516,0.2531972740454401,0.0838204767948967,5.931076388483184,-0.2860735576778749,0.4795295763602023,0.5604061005157724,0.5738868909578124,0.17260835952250625,0.2766213804998693,0.08862744673070075,4.3581677313195915,-0.18991539301104932,0.543603297968019,0.5552238286556763,0.5662819484129121,0.16241496346857084,0.2773597745072796,0.0868582265418113,4.424586444802196,-0.0911628725187181,0.5433576836583615,0.5565780938547787,0.5065013477989414,0.2537705932959549,0.2770705097379093,0.094525164670155,3.3283688614669966,-0.11136164799983647,0.5904561786493359,0.533888782541156,-12.0,-17
13,607,166,5.135060827544406,-0.0611540493194045,1.3692193979428344,0.5230131540411014,0.6211501732194752,0.12767001033227685,0.24917265396161095,0.08800563931435715,5.232846595228175,-0.03554298870416545,0.4903876591378476,0.5049976580036061,0.6199573954631953,0.12463869157447402,0.23440106828510116,0.08640465586777499,5.2969279374510805,0.030938350873344782,0.4697271522657212,0.5086867904087806,0.584656799122111,0.1500403252229529,0.2619775390898648,0.0884399610508599,4.6642503101557375,-0.03855919534190347,0.5205956243921706,0.5008310695277584,0.6015151985584707,0.1393033497277786,0.242466591354952,0.08489007293728315,4.9458821868621365,-0.13655645088669416,0.4960670134496951,0.5331013258253424,0.5826595259824899,0.18546169746867014,0.26326963966679023,0.0931350296528833,4.194704311663549,-0.06318649301873155,0.5141693928951885,0.5094250532974146,203.0,-5
14,654,42,3.1827564732663083,-0.8603570659548152,1.1999655171459422,0.5351227856394826,0.67970000244104,0.3691203471879823,0.4617049990732922,0.09485940172771394,2.983979384841166,-0.8751130786270107,1.058556583122796,0.5650678934849096,0.6474901309441689,0.26652906381797264,0.34675847775065144,0.08862820917000351,3.875934689420399,-0.6446451430305066,0.6947273089179923,0.5851987608866308,0.5096350815449935,0.23989970361439106,0.3247954350725381,0.08633763830019876,3.2655440539642804,-0.41185205771694666,0.6932698173003757,0.5356025618788838,0.8626672523289994,0.3676526551135548,0.39440645215971504,0.10127372543087627,3.7340824421705863,-1.1524843461008296,0.8368883733666036,0.5652003665386915,0.8008173295554701,0.4127982325031685,0.28573147685143835,0.0958451663061904,3.4444414843451674,-1.1589989661899218,0.6805419815190351,0.56603459499589,-348.0,-39
15,701,8,7.361221018387281,-0.257966638940953,0.7083478875469822,0.6000520168592878,0.7588494813893347,0.10977707923088917,0.23021755642852976,0.0860224693258345,6.229607829579894,-0.16638899965602028,0.4593760405296545,0.5437390552908884,0.7329159776739181,0.10006777532297123,0.2307857388885931,0.08544853884826269,6.315703002494542,-0.03512321697104717,0.4546978597245079,0.5158225491891333,0.8447582090375205,0.1245611188595876,0.2414297391137369,0.08642555461455871,6.408177650405425,-0.2839664239493437,0.4682282214856192,0.589456925850406,0.7794161276509949,0.12434833024636778,0.2350402842166027,0.0860383462896926,6.1006256030937935,-0.2723986931682212,0.46872739348918696,0.5603848761117824,0.7621602881575179,0.13255977680341113,0.23320867373893106,0.0899990735049146,5.637094026711145,-0.2294299023797623,0.4626148818671517,0.5444494016572253,-57.0,-27
16,748,10,4.380678944377931,-0.308339236975202,1.453323628491944,0.5855573032909008,0.5661412056276635,0.15908824163705,0.2537953478826181,0.08394103530031019,4.591835267131955,-0.18219204652123766,0.5210542203870349,0.565334365070261,0.5802861345957924,0.1797793664120565,0.2676245693448106,0.08954867624923467,4.1684746101829555,-0.11489748494343105,0.5321002401761358,0.5141993651730175,0.6206307125908158,0.15634208406618388,0.268351040387258,0.08889494315482273,4.764832224886527,-0.2287154291054588,0.5211082038471321,0.5200086476745301,0.575726729916214,0.1947598769198986,0.29769268140258354,0.08715255121251173,4.1503502172079125,-0.31303349252605955,0.5765325130280773,0.5451493284312736,0.6716377354092056,0.19639255532011965,0.2512543755379274,0.08906683305187282,4.514715311610862,-0.3694737163119177,0.5062104055802282,0.5745853722378786,0.0,-20
17,794,114,6.610038942623649,-0.20754346915925267,0.6974260865054682,0.5112098186360289,0.6579715802509429,0.13070380553349134,0.24022291891484,0.08556616106968631,5.3691337600006905,-0.2072686179570339,0.488916343754945,0.5393532214752393,0.756413494690971,0.09966319648574426,0.2247007158475636,0.0857386261597201,6.518712186982175,-0.13934793516990482,0.4556323078757834,0.5257495292543043,0.7869310780139649,0.12820791685514546,0.2376240047079217,0.08500686073637803,5.911606384983039,-0.2862190141283111,0.4772915973319935,0.5629981568600018,0.6553482206165123,0.13282982811910335,0.2373223661377497,0.08688833692756649,5.308311234445321,-0.1901623862749462,0.4774537311533092,0.5140486075041517,0.6200507541321841,0.1584594135673036,0.2422196386496632,0.09140133720699986,4.7476553104212735,-0.14123323970723226,0.4768839057418292,0.4983172548406613,-76.0,-27
18,841,20,5.786714777201884,-0.1483021024826173,0.9252255014440888,0.5570394510566551,0.5487700711590034,0.16026985707286234,0.2655844835605404,0.0878421852324908,4.417676371822368,-0.06393457469095114,0.5302796859817782,0.523636629741544,0.6346719687421023,0.12882363085663232,0.24379668339060914,0.08622476102502016,5.250470439800751,0.045484814837074936,0.4827186098987009,0.4877684273224427,0.6395783509958739,0.13598962934670888,0.25159841117877674,0.08663659420419692,5.070117272656859,-0.12458946253610675,0.4913698949532384,0.5223585258404163,0.8540950353927789,0.11950200080166855,0.23507864300282424,0.08651876038848291,6.382619086280905,-0.28079511079981057,0.4728982975946835,0.5841247771791169,0.7518561701016498,0.15273600215569974,0.2334676252585133,0.08972707205748298,5.3478289222729725,-0.2522847651367633,0.4620098576936114,0.5432101976509174,99.0,-13
19,888,131,5.802101492837124,-0.17046162552631206,0.9903646936121809,0.4499498869961916,0.7161302952933244,0.1569824566986924,0.26270665474438365,0.08775060901485594,5.110458459290573,-0.2793880868092001,0.5210567736089716,0.5802830836881523,0.7749223009324263,0.08878332864170732,0.22443836887586024,0.08730984091474303,6.9495482526401755,0.07840989455551345,0.4490178913497759,0.4841081908211333,0.9158997180084336,0.2446229833373523,0.2953033053997019,0.08695783686934284,5.076095997290472,-0.7446080010024784,0.5784354447225418,0.6037501759442914,0.6445336058783211,0.13733434003142853,0.25222728889779555,0.08695156736284868,4.980413098141062,-0.18820112493622668,0.4906408591439337,0.4889813697100603,0.8446019316678038,0.2455246450574613,0.2842287574058221,0.08996444788378256,4.716518419253038,-0.6833270592979721,0.5563499340382111,0.5895041842242542,-125.0,-25
20,935,113,4.783991448993273,-0.2609180629398632,0.7665786983737,0.5028332113838732,0.6695548969799948,0.1853695293280934,0.27318783524146445,0.0873614663618913,4.652482596680026,-0.424951549168031,0.5491572965730057,0.5591425695286825,0.6473094481736575,0.13238359414531356,0.2371766512865825,0.08478199122447529,5.266054107497198,0.15563814988861685,0.48052198289336706,0.43123428250791024,0.6711404356881564,0.19800351839284067,0.28477571686242303,0.08810023452244402,4.4141931448115805,-0.4647509869073418,0.5636192473184692,0.5609962843834349,0.5162906370440608,0.20236272515588968,0.23598986489097645,0.08670991184461448,3.802226322936355,-0.2993739143264083,0.5301160644849889,0.5141037776488929,0.9493346602536408,0.2614660855099178,0.2762514213053189,0.0932495084175954,4.843459664351375,-0.6864528587725922,0.5460279983471698,0.5973734402543449,-401.0,-25
21,982,150,4.408464067894983,0.8261651495074236,0.5777447202603576,0.4936174906182635,0.7413700648274951,0.31562496394706097,0.2743593079616965,0.09102918845948746,3.806232063546064,1.0229594918674954,0.6395277276517675,0.4371341106212029,0.61462021387529,0.18169277845612244,0.18957868093894792,0.08708548773254345,4.257078542663573,0.3842786031903899,0.43304384579645294,0.4957665865839645,0.8489286383349507,0.29549268200798673,0.28148522015296673,0.09220075104579227,4.292730712198497,0.9471052314380196,0.6091456041986155,0.4152926980481629,0.9004611133327517,0.3441103030398798,0.30661685325307386,0.09116922010328976,4.263842460042252,1.1478518789528709,0.6884760326239288,0.39555179818199465,0.7802607467703296,0.42545839933393176,0.21457044865346975,0.09706873683933767,3.378560873959328,1.2572678654385705,0.5742519809317502,0.4371059098433515,887.0,45
22,1029,47,5.303986493272918,-0.5305683002685894,0.7089677205882015,0.6127724935102831,0.6711958854573917,0.20705635778239748,0.2896985622200783,0.08442824480104559,4.595026704632669,-0.5184491949970875,0.577445158189661,0.6077462967924022,0.5293980098008293,0.18590282062896102,0.2684635750776235,0.08554472260888739,4.017242140004384,-0.1905219389229967,0.5569948695611253,0.5415387217513816,0.7320910287321469,0.1633283521379626,0.25396903822705263,0.08300329675718894,5.173352931053167,-0.3768971768189467,0.5031859701241232,0.5800795425185078,0.7846896501426279,0.1552217395577655,0.22838024414713584,0.08477244441784673,5.386607639839323,-0.417798549765757,0.4667737642523892,0.5320408384131657,0.8008035660330574,0.2346838136525977,0.25303198746609473,0.09235150708902838,4.521042562018224,-0.6075998970455604,0.5191109349639743,0.563326452888492,-621.0,-37
23,1076,111,4.702127088675618,0.20687867103450144,0.6749871994141275,0.4761089654504694,0.5462677999693715,0.1724691627919122,0.2759141404457983,0.08320530073526802,4.138584027025589,0.17860685553821148,0.5451068760462731,0.4728940557391455,0.8749559856802598,0.1547268324246559,0.2493452466371007,0.08607560132284506,5.915907260099341,0.4605355611632316,0.4895124923912888,0.4187586236014959,0.5870982629777696,0.20812901181403828,0.23966519070058706,0.08898255099525715,3.9497801448158234,0.4645764951840274,0.5264577981020855,0.4800114790965903,0.5369452662728968,0.18896081799019804,0.30446574966191403,0.08690685471497016,3.9342679718376687,0.18236323669953705,0.5982747751230039,0.4872739170800162,0.6882004043579261,0.1371471926457599,0.22055489139667475,0.09359108320185056,5.272905540291282,-0.04181879488528844,0.4503733668247461,0.5082236293887972,675.0,19
24,1123,46,8.413087025271656,-0.44542108891576143,0.42092905118457496,0.5673158374973756,0.9738889048873496,0.12498797359925168,0.2283594755753597,0.0847063224849499,6.857242190914002,-0.3445111643914411,0.4588929945543975,0.5885836560330941,0.9093882778505412,0.10708827057530397,0.2258736464864765,0.08604463223160845,7.13467142418934,-0.29138769836946704,0.4465609509398199,0.5654583461825045,1.0523576369847445,0.11985737612395055,0.2317172441292454,0.08389085615485656,7.2335115126607015,-0.347200710626896,0.4615127151929869,0.6066009033439279,0.9268112079140124,0.14386616338196154,0.2404746967971877,0.08535881535261343,6.30392447894214,-0.4320792264037445,0.4853462055716349,0.5965734550847405,0.7573321798012741,0.21909099506622265,0.2606780007637401,0.09226769408971412,4.570341206549479,-0.5649664864314726,0.522438856029187,0.5515038920824603,-520.0,-47
25,1170,101,5.667399839449788,0.009923815236440179,1.2689749596921789,0.4790665112311274,0.6575565956442515,0.12153118438322237,0.24537829194708205,0.08642160153423546,5.562131885384432,-0.043848355913145634,0.4852556659144245,0.5214751328517817,0.6798411452243953,0.11638492435413406,0.23546712130767025,0.0873533824845523,5.67545527795478,0.04878180996526512,0.4695280481019041,0.4768342132813242,0.6338034364790914,0.13571892286599782,0.2532681031147456,0.08676073269687959,5.111117203569986,0.06462481637792215,0.5011984219561896,0.462827067476266,0.6012647589771111,0.1388245333333646,0.25006537764916503,0.0874332825849083,4.9897208806018005,-0.041941362819127734,0.5002547470533278,0.5071632893446436,0.617092045188023,0.16214006386193808,0.25244481437099725,0.09156602326140437,4.619475955611617,0.06685269832130722,0.4910652021493449,0.4854696655231586,303.0,-1
26,1217,68,5.425127299921218,-0.1297630413049123,1.1673973090032626,0.5441784493010956,0.6624070789469547,0.12413783730520285,0.23517436822077345,0.08767721328440277,5.432668486660159,-0.02144997306761936,0.4766752253759466,0.49123000484922297,0.593903185546652,0.14242980124270427,0.25752828357823365,0.08706425578803617,4.793135902339691,0.04933784954801986,0.5098096472387921,0.4890022457417076,0.7129079347969882,0.12767095833518755,0.23642133393812706,0.08427480879648798,5.630694834974007,-0.20521804771729196,0.4768579794699104,0.5579550875018217,0.6572609783873974,0.14730699435221764,0.2597178618059752,0.08595060486010228,5.043951485066255,-0.26183934292774497,0.5083941118954947,0.5732612660143406,0.603515340042333,0.19828418767932146,0.2681108253608667,0.0920569656526426,4.1137311902354385,-0.2224504681579594,0.5260946207013668,0.5371638771432304,111.0,-11
27,1264,153,4.158804230637618,-0.25266760276757033,0.9569482358560062,0.521006175302812,0.5818546995550499,0.14373000614491696,0.24695600345969945,0.08662701865162814,4.813497355320297,-0.12540954484292874,0.4931205783055464,0.5188528357024946,0.4870048938717936,0.18939748705039453,0.2805774182367443,0.08434985415794934,3.76109856084141,-0.02890370116049205,0.5677487771485906,0.4833548977450151,0.5679218197723096,0.1835526761728708,0.27213092580137666,0.08504190893541683,4.2588685512724815,-0.3169333829218443,0.5485183088476504,0.5660870622061008,0.5591034165196594,0.21090358557463698,0.2836319058824712,0.08556875798382968,3.8851278045155673,-0.3787435495609455,0.587468227239354,0.5689904261739197,0.6084747361408814,0.20882162677128446,0.2354673779698623,0.08977263737149761,4.0482456741251545,-0.3617428931034581,0.4962190825023028,0.5255845383369979,15.0,-21
28,1311,164,3.1043670201013387,-0.2832870945057724,0.9567776581882648,0.4416582591568852,0.481541394896237,0.2416451269830889,0.2491922128377781,0.08958394259208699,3.2865359595169963,-0.3520676642037192,0.5911055566297991,0.504758130703615,0.5179316052069439,0.19825750989287347,0.32036487997071555,0.08936016989630942,3.778929049927605,-0.16579219228538794,0.6136660983763345,0.4983947064868332,0.9294375868049932,0.4576880285867338,0.3442478230428903,0.0992119780776236,3.5697418532983365,-1.4972633373848014,0.9268462862378734,0.5847659460325367,0.4772718238762675,0.2663314050111044,0.3609104340807587,0.08813732540125123,2.9643147468604885,-0.2444815429047695,0.7856527409569258,0.5149068773171276,0.4629054727225849,0.3031039981967865,0.233724849601386,0.09752875993667064,2.8555029253439885,-0.2443303459981492,0.5762198572754562,0.4718959864958179,63.0,-23
29,1358,57,3.9518125433451656,-0.12264096111279188,1.5944353983766395,0.4329966207931547,0.5557221611370821,0.14833048730773826,0.2630547644880338,0.08633452915281647,4.562015319331152,0.03683851843316265,0.5156597292207782,0.511344278470583,0.6738195329215361,0.15346374030823826,0.25863465915707634,0.08779458763400752,5.0710847187306936,-0.24759437327607675,0.5078002896584268,0.5568375468648319,0.5662510424611502,0.21017557339466494,0.3057377971129197,0.08875478413031808,3.859912833905189,-0.3400636244319288,0.6001774557488272,0.5393270877727244,0.5487721468874822,0.22298474668992865,0.3642426617831037,0.0915930672192529,3.648575767960828,-0.342930095364378,0.669007191438345,0.5195336285406649,0.5514604789877934,0.21394793846486476,0.2814108787496306,0.09474379172048036,3.870777698238303,-0.21470469686369825,0.5482230609488594,0.5115436232187073,15.0,-17
30,1405,145,3.9429618683988648,-0.07610495949770221,0.7081672251764934,0.4997200325596165,0.5302780913175372,0.18092674834804176,0.2237279485582655,0.08037519121946854,4.0499609508154855,0.2896444859028036,0.4821733055396796,0.4717327766322506,0.5007403406356318,0.182418286549922,0.19071816522893426,0.08554606632452043,3.90461136582056,-0.2480201889578228,0.4435157160881197,0.4932485993033293,0.4799028275647539,0.2088079358249321,0.2948075113818848,0.08616136792422112,3.5415370326836366,0.056498345874557876,0.6088792410849281,0.5103190262865074,0.5153135975265324,0.19241050192904435,0.30056959781395504,0.08801210788279988,3.9010161982149136,-0.19017019131565271,0.5840036666823945,0.5285005806850404,0.5430661124851376,0.20867665172678887,0.2523627577201976,0.09133870208261306,3.766542154935181,-0.03935489933687945,0.5212479693509521,0.4808279931968896,188.0,-7
31,1452,84,7.376112124174436,-1.0512193360855542,0.8160965439429488,0.6695060307347748,1.0162015188490894,0.25838713477826497,0.3177049087393489,0.08630364582375248,5.30291352601996,-0.7957955093535021,0.6130332060653964,0.6248840186971899,0.8419424524757531,0.2092330652880728,0.2683247177836792,0.08648265766199799,5.0911471244139035,-0.6585037194714636,0.542534841054318,0.5896673658652507,0.8585757548484433,0.17589301101389948,0.2509106340649616,0.08722788885290621,5.460801708572471,-0.5228463574529889,0.5101560793156716,0.577203270286109,0.947675908361984,0.22274965634768465,0.27701385789172084,0.08600557413059579,5.427871813639834,-0.6948978973665944,0.5564482272149261,0.6176543947117663,0.9747522580742788,0.21763161507678647,0.26333404162080304,0.09277920043576422,5.281299253490864,-0.5702265982803411,0.5194606408485243,0.5953623610846225,-616.0,-47
32,1499,73,6.657668005073651,0.041867313365951314,0.6889829371076746,0.465655470929753,0.6566342595747909,0.11334568644071776,0.23044970200870224,0.0847317839300885,5.70750545483574,-0.016904176967093044,0.4621198032249434,0.4809962227835664,0.762278750840641,0.11273494020384073,0.22217185650398946,0.0869745886048257,6.171784647817181,0.18205347927957968,0.4559093373361007,0.4452984943286827,0.681458811936158,0.11976146476692838,0.23617439108653146,0.08539144667508937,5.675661161821523,-0.17173610671043288,0.4736413426389212,0.5218090087134439,0.6506521875675926,0.1103152848962553,0.23148244071999616,0.08376405474579196,5.779269496970524,0.08658925545647203,0.4568820415923594,0.5093301511740681,0.7433115927828736,0.11221679721090708,0.21978246856046452,0.09154118627127666,5.986617807581602,0.04075540336978835,0.4442144974275546,0.4892266816697027,340.0,3
