,userid,a,v,t,z,a_st0,v_st0,t_st0,z_st0,a0,v0,t0,z0,a_st10,v_st10,t_st10,z_st10,a10,v10,t10,z10,a_st20,v_st20,t_st20,z_st20,a20,v20,t20,z20,a_st30,v_st30,t_st30,z_st30,a30,v30,t30,z30,a_st40,v_st40,t_st40,z_st40,a40,v40,t40,z40,a_st50,v_st50,t_st50,z_st50,a50,v50,t50,z50,a_st60,v_st60,t_st60,z_st60,a60,v60,t60,z60,s1
595,92,6.777980278664749,-0.5082810212956038,0.838834947468667,0.6275258188686668,0.8205983917636904,0.13693516321109786,0.24844239483064326,0.08740869133841005,5.890586314369289,-0.3149954055486521,0.48651082486828556,0.5788565032944966,0.623119181592426,0.14043694164400045,0.25038546852862154,0.08585196858357105,5.079007459828968,-0.22237269441642193,0.4911004024353677,0.5468743632850929,0.9886358463258714,0.19522495845232582,0.27231855006067784,0.08749719639984105,5.7831815851443995,-0.5716003408458654,0.5275910845905794,0.6062620551152179,0.7688026995000288,0.15708989366753853,0.2547029108767015,0.08874877171404842,5.469008818898776,-0.3588410055470457,0.5002277949390742,0.584301880317443,0.7177178302431978,0.15725519025673995,0.2537715004982001,0.08592990587697324,5.093874032890308,-0.3430232737164932,0.5014808816259244,0.548920390609662,0.8621710665010266,0.12570528559109212,0.22969459070696432,0.08419843855638061,6.306815972956361,-0.34996084485934714,0.46437459409972137,0.5580744743222265,0,0,0,0,0,0,0,0,-50
655,77,4.704368076705642,-0.5019141770065607,0.9905724231322529,0.43777245618011923,0.7251966919513645,0.201021634781767,0.24977513370694687,0.088261450298071,4.577630766542886,-0.5626662775368754,0.5182995023124111,0.5270762182800445,0.6647593829032983,0.19827756472700733,0.26561839061275666,0.08570306958967039,4.482698365518472,-0.4810429420473046,0.5395593769247077,0.5829635769603272,0.7851963050972806,0.2787240654209539,0.3073357358969183,0.08749319352850496,4.219579842599762,-0.8826011376200931,0.6412438050628532,0.5792972637979578,0.8831549209490703,0.3883274277893878,0.3260707920628752,0.09622267084848697,3.7626346233765187,-1.248444677952907,0.7736578590688814,0.5844807622638855,0.6384040682008364,0.1745729122831808,0.2652162658221214,0.0875782043672834,4.5492571085908295,-0.36442934596473797,0.5213907490807765,0.519863306119195,0.6213347715006807,0.15212769760061903,0.227665235495861,0.08599293168331457,4.8174978305987475,-0.2603489481648916,0.4673462496480384,0.46023936234884105,0,0,0,0,0,0,0,0,-54
715,65,3.849653886706986,-0.40426699404239336,0.6858856440280537,0.563140534113762,0.574651108511362,0.1656393586248624,0.25269281788447506,0.08421547659271794,4.498503679108043,-0.19789987843520368,0.5210045349805331,0.573629926796627,0.5863780508829701,0.3845728373596852,0.2844170472313219,0.08136484698485459,2.9398483328219793,-1.0150143217646592,0.8312565356685044,0.6135369790076436,0.5458535030213734,0.1722973044402406,0.19544867230451776,0.07899984029801624,4.365089473287224,-0.33555062069072267,0.44014507978414646,0.6150490130192992,0.5119463737307809,0.24525944043451134,0.2998187807876276,0.08880557247092864,3.3332781897397554,-0.4000748288135899,0.6584946187542589,0.5335529069080839,0.5000754915169948,0.20131688158550307,0.29346997929602037,0.08552614555122462,3.675971782850661,-0.18691364390310178,0.595546427461535,0.515010142687238,0.6814535753030486,0.22439398013690476,0.2647495128141508,0.09292485369208212,4.164694370858407,-0.6315534992209826,0.5564626162643889,0.5053487973772977,0,0,0,0,0,0,0,0,-34
775,73,6.037320805290352,-0.03871352930111511,0.7862030535943727,0.5132878404170061,0.8053476276181877,0.11710323122778672,0.2195395037113926,0.09181226106775515,6.050413064843479,0.08582405882170369,0.4358641121966955,0.47481314121537027,0.7195195274067652,0.1058118451964119,0.23095573628723873,0.08578708880246841,6.1667587117012825,-0.09430418321501255,0.46097874267938455,0.5248205575666994,0.602945492823795,0.144696931825538,0.2539672209789451,0.08727349189134967,4.915609170740541,-0.1477566981260092,0.5002324111855646,0.5397104365815955,0.664806759171091,0.13527797262512206,0.2552048866408213,0.08694632281935583,5.2342794879414365,-0.1474348964578693,0.498926202184587,0.552455660432239,0.6061469229124736,0.1268342616325877,0.2399369680813578,0.08500958080457727,5.14259158070258,0.037939804615441414,0.48031817374857544,0.4988755696213277,0.6226625050240624,0.12425882568718025,0.22642587219899893,0.08354356831619615,5.2816390706911065,-0.007532033436549314,0.4609450825321439,0.46228345169810175,0,0,0,0,0,0,0,0,-5
832,127,3.034926765654737,-0.3974851049681222,0.5443354088462411,0.6106312004017752,0.47666602599389857,0.2883716683153967,0.2627659839409901,0.09067413040864207,2.9381174670673214,-0.44208505238767465,0.6711586259024334,0.5191686316886436,0.4801853672219641,0.3751495403376284,0.21257818706273376,0.08671397966798403,2.8371156964248634,-0.7772347580964998,0.7047572957687265,0.6357396720172195,0.36637321932719286,0.2721375837080812,0.12231371919792632,0.08580445409752033,2.707216984812504,-0.1888006974913217,0.3915068941693289,0.5775104763212331,0.4940686289269491,0.26145773028703395,0.35819435720754084,0.08854493132358314,3.0699698737595567,-0.2152338321351569,0.7600812895489008,0.5037745003149433,0.3968821566945073,0.34330432958644885,0.24313382514229884,0.08997729552142553,2.317850500757081,-0.026339863664112548,0.8033918707578724,0.4706973354205119,0.4839274145773928,0.23563744222906424,0.32515450765382686,0.08682606532912716,3.296618592434155,-0.23029692000350868,0.6729603347404047,0.526792863396787,0,0,0,0,0,0,0,0,-18
892,169,3.5469969748493684,-0.2566960190575201,0.21911661090033685,0.5343531213693469,0.47319012465281673,0.21554607702318973,0.26136366701338043,0.08921086305918542,3.498837854215344,-0.10343576333922325,0.5864061360614221,0.43571309868687175,0.32440060457971115,0.21971047981508518,0.0714314164065905,0.07695778654136114,2.8880712620910556,-0.11056024124364917,0.20463030656139583,0.5522619136168379,0.45961851710277907,0.3149108998962458,0.3455911821170201,0.09221552206348564,2.5742608839227628,-0.01946383807958279,0.904546435606777,0.4687833637990746,0.48919350838125775,0.2554384529878744,0.2302372817020858,0.0873932671259641,3.247645256827014,-0.5534389041105984,0.5550977205749611,0.518903913328467,0.5762074543568357,0.16334504710700287,0.2100223917683651,0.08550165066314878,4.364487413426286,-0.17861581073798458,0.4619046821755353,0.4399246922009547,0.4423186464742512,0.29527223001539793,0.31846897691251314,0.08619252087025002,2.7044178685185085,-0.12608354367676508,0.8002094398392122,0.5348829874270667,0,0,0,0,0,0,0,0,-22
952,163,5.637061319984284,-0.4050498032685762,1.1105516639660642,0.5422076321707189,0.665008415524267,0.132973105210726,0.24303570753289708,0.08755930355810308,5.326117850038605,-0.19333045486371966,0.49079984929099235,0.5218342687185133,0.6483036663471136,0.13036907927849742,0.2428139220476689,0.08603538037577714,5.2746836170775175,-0.18770702653108498,0.48451057473506903,0.5091047659235286,0.5774341002833775,0.16794149728012572,0.26078677290064645,0.0874799143752269,4.487836793464462,-0.26051441221848604,0.5176906475208091,0.5289280826287649,0.918651374851898,0.23472863455866427,0.2821881477482631,0.08642757731385847,5.251488447277068,-0.7242793393384609,0.5617857958752275,0.6131457494820995,0.8870041734989986,0.17869352645318287,0.23928828245361858,0.09047188648144472,5.472516570788421,-0.4469472496582203,0.4807782160282983,0.5744200811016313,0.8608808006642599,0.16184962178691467,0.24972892196483787,0.0879257752916852,5.671730214255612,-0.4791065928480096,0.5003440519419117,0.5778957164131883,0,0,0,0,0,0,0,0,-44
1010,80,3.5625111958653224,0.06955184238163876,1.199650698016181,0.4991279874424517,0.4898943269207679,0.19103391893143704,0.2581401890996628,0.08825488421947869,3.7719097340204053,0.04477742807296302,0.5532604357946809,0.5152965961321694,0.4831454706672273,0.22560003437733095,0.33361291738805987,0.08804040380780909,3.3372852603961958,-0.018988675098681865,0.6777754461161745,0.4742143743294385,0.4787268608957952,0.19124317279006736,0.2834567977376003,0.08645433853086461,3.7453041220404915,0.0684386963450417,0.5737316342197734,0.4955082041376391,0.5016298540466454,0.20356120249008358,0.334345142051164,0.08894497205053967,3.6397519688596107,0.02983977619978495,0.6309103038272149,0.5274122814795057,0.5148980682343154,0.18339096911079303,0.2507156285642688,0.08690131616509156,4.048529344745061,0.1879717293225032,0.526706141132294,0.46112573934830653,0.49416452732113914,0.21245327080491375,0.2795530021033223,0.08987866503806329,3.63490466263429,0.15864247978496923,0.5743793086656853,0.4756619135499722,0,0,0,0,0,0,0,0,7
1069,57,4.613370766351507,-0.9201837739798024,1.0787271844225155,0.4603904845128399,0.9023722357567917,0.31541469452442333,0.3373620809785465,0.08796323864099771,4.383980953056238,-1.0279674887669583,0.7017871894775731,0.603089844376089,0.8277432153761084,0.35813460111120615,0.3280408343947063,0.09453243446170392,3.7700044725413484,-1.121298220749441,0.7522213366098138,0.5725751735205357,0.8379744861344446,0.2737444180446342,0.29261947272973043,0.08931538162007134,4.415964673292688,-0.855526421373387,0.6004125024678901,0.5826755424737178,0.7447098050530409,0.23617624644009133,0.29009822061632284,0.09043331097265232,4.3432045467579865,-0.7098555816398142,0.5852165908877336,0.547596173660593,0.6927366890995519,0.25825510938684554,0.2774240039729556,0.09324290380406537,3.954309897765596,-0.7559608827958895,0.5978783523348677,0.5291512698114331,0.704277129044083,0.25630013092136894,0.2600100030307198,0.09044603646165415,4.011832844790683,-0.7901404077438544,0.5794813077524404,0.5415465925372764,0,0,0,0,0,0,0,0,-60
1129,108,5.412485242449317,-0.9939200765530065,0.7207683126014234,0.5524259464696174,0.7569503796006001,0.22166323910409413,0.2589795518164352,0.08828986664927432,4.5227742348662305,-0.6743496957128327,0.5441422367964348,0.5567830658975436,0.8987310999881744,0.30428828499917837,0.3459177583387737,0.08981349706011835,4.403486353956761,-0.9405108876505036,0.6855248596764939,0.5902770771265928,0.8680362167134189,0.26015978898261616,0.2978991314501978,0.08917856612855223,4.699669242553146,-0.8133033759788348,0.6046755154895991,0.5967530039299055,0.6931138843159113,0.2055860072827941,0.24362375635317135,0.08741887622590064,4.449131476677003,-0.6022572885332603,0.5179849729874261,0.5354728405385842,0.7669631435573369,0.28764880565256146,0.2974601980975571,0.090678297195509,4.040733594885964,-0.929956666353914,0.6470074846918782,0.5646563382517077,0.8184657583349167,0.3350041313090483,0.289082752104636,0.09202887741386535,3.942016576809302,-1.0472241486841505,0.6567183567387505,0.5788915143089067,0,0,0,0,0,0,0,0,-60
1189,9,3.170435744039818,-0.45411258799144777,1.0589331230687866,0.5280117897759842,0.6711269133895512,0.2470795259187556,0.3609598081542017,0.08772895971708693,4.043675253771677,-0.6128602947441267,0.6824650674091476,0.5858909667375202,0.5032370726929589,0.2118540254589119,0.2686391536000245,0.08438351345573773,3.748768529634731,-0.36540622571636494,0.581687733714214,0.5615602477679615,0.44209743634142945,0.2840988675161727,0.29259141185446724,0.08962537109944803,2.8411093285488938,-0.23024531193294975,0.7357110647499445,0.4957407543825171,0.5214599388620467,0.2983207128763194,0.34602515931701305,0.08724496745481183,3.006453275891961,-0.5223321048726173,0.7948646537292209,0.564995193618648,0.49447234337914914,0.22927703742366579,0.24399433115449523,0.0863732293147595,3.4377939770026753,-0.3450983077742595,0.5662837599559432,0.517991096343176,0.4927069710563743,0.3690799706308173,0.31186564142066814,0.09373682526383159,2.4258791941048568,-0.5837116745700667,0.9630584583583417,0.5210824471751132,0,0,0,0,0,0,0,0,-34
1249,106,3.72939784117835,-0.6003011235687643,1.3413435953116257,0.5667398899182969,0.8676310014626873,0.31375440694069434,0.31660574960029114,0.08925777329745321,4.3573791178006935,-0.9715118218124195,0.6644500074101641,0.5991398204126182,0.5777242098702641,0.20880343020308267,0.32729464880853854,0.08899200469417247,3.995574429523871,-0.34833460999992355,0.617254262750484,0.5522248162177948,0.5363100632972355,0.21231648595840433,0.2529200349253049,0.0872416319866195,3.77443920283421,-0.30466679012583187,0.5378434713099857,0.5528675579890048,0.647780933007065,0.2532458557848206,0.3550208940015803,0.09171542826295606,3.817266443918972,-0.5497133004491237,0.6520966481320764,0.5634383468542448,0.657341419611223,0.2621110746069267,0.33094399293663423,0.0880169394933482,3.8484047692658834,-0.6259485607092676,0.6668590944374057,0.5772373882900482,0.6612549805344583,0.19194545971770918,0.26574845196415947,0.08761253575262858,4.387537454557776,-0.4307688117962554,0.5397806527137561,0.5414350995795418,0,0,0,0,0,0,0,0,-41
1306,95,3.204994836111854,-0.5373398450602965,0.48585928643556003,0.4867742853493438,0.4595557111812375,0.2452933620367278,0.2805203022705921,0.08925485812853172,3.1702297994414548,-0.3457333735797211,0.6483607731778216,0.49231523181706943,0.5371142769617933,0.3186554542376778,0.28545894464105853,0.09978325432972664,2.8940599753227105,-0.6558079623302229,0.7378556638487808,0.49548781656455115,0.3963474127362794,0.32095677797897953,0.1259395850856661,0.09176766287975648,2.5872971110668725,-0.3729568192749406,0.3862236540034505,0.48687819565213547,0.4047182879976802,0.3491050616616041,0.1790072267057679,0.09527814675272125,2.4128378359001657,-0.48286122294764916,0.6033118460523877,0.48284194836211025,0.5240324243184548,0.2719921766173446,0.23961951826382305,0.09122082301837563,3.225887878575903,-0.5887059829870508,0.5883185310461251,0.5119281006278672,0.6062762348053139,0.2433454762329597,0.17104820223056402,0.08999369855996188,3.632728664080718,-0.6739953395022511,0.4355403653184901,0.47466614407045266,0,0,0,0,0,0,0,0,-40
1364,98,3.2014619120706493,-0.24601790674379118,1.292339527859832,0.4990347428790697,0.626178836132774,0.2527968378850003,0.33128642535772324,0.09044833126525849,3.845497314337856,-0.608719194319252,0.662547158932862,0.570152299787533,0.5638105609513545,0.27365754917261575,0.3070900634567001,0.09312098987197907,3.3019034735983763,-0.6294348872938298,0.6956678628375289,0.5281392064403371,0.6743837679366254,0.275874082538587,0.4166695739846055,0.09090206330751201,3.692734917471407,-0.6671297053029747,0.7812590125146913,0.5726855306037038,0.5436656705448134,0.20576942378356922,0.31673230757088655,0.08853607414961362,3.841341975596497,-0.21581403214924744,0.61510615457148,0.5408393755338939,0.5067820815684427,0.23549498972460053,0.41267533951104013,0.09177360261076625,3.3919192513053957,0.11901289951043362,0.7374398438919061,0.4689372790675639,0.4681414258589747,0.20020986630608378,0.26720685175238856,0.08510137929437332,3.6283391208767943,0.040987786712210074,0.5643320822239151,0.5206273304355739,0,0,0,0,0,0,0,0,-22
1424,112,4.620730752358686,-0.5187503099760318,1.153265178267591,0.46509215212486843,0.613950659879363,0.13948899354303176,0.23857595722988573,0.0806377963072119,4.8940926765255135,-0.2459016458915954,0.47711333400580924,0.441504379482563,0.7928636408858396,0.24903354788306284,0.2718396515651791,0.08984443984308428,4.352870360497866,-0.7527948901016157,0.567499635886477,0.5627277317310221,0.7226429637514971,0.20333886488087335,0.2585571497713479,0.09039735318815147,4.579054997916851,-0.570440513224225,0.5162142069956356,0.5265129610585874,0.5151845061811967,0.18969724569080404,0.2841502662761624,0.08910306757975821,3.901662509759998,-0.17096992772226505,0.5631070583521396,0.5136547181978005,0.9999655922423326,0.30778949236961506,0.35082678302753006,0.08980268255748408,4.884045786271752,-0.9545771055575873,0.6736815265466815,0.620009906487449,0.833148794407696,0.2361601975154777,0.2974227271194478,0.08945524450028776,4.838222442412538,-0.7443319299287242,0.5853611134459039,0.5929862160159106,0,0,0,0,0,0,0,0,-52
1484,38,3.8172321479364077,-0.4529245560629096,1.4470586742227651,0.37141168129618585,0.5209416243827909,0.22902003814468844,0.356694363962026,0.09158809954073413,3.5307737401462775,-0.3516527766955602,0.685431112262349,0.5166044218129042,0.7835952698274666,0.2963691750068032,0.33651133990795634,0.09287986879928153,4.038481481615412,-0.9421830294800095,0.6975649530835982,0.5680514914942465,0.5137711907447212,0.21491477937544073,0.3439721955579829,0.08969730209850248,3.5624786668991137,-0.1431894485263446,0.6770269528479064,0.47087271611339254,0.8344184160082726,0.29928221779674413,0.28807156715726573,0.08979862649761411,4.222286586251439,-0.9683356044686662,0.6344787308432395,0.587597735894942,0.7677681193131632,0.2709790878080357,0.2732840422598819,0.08958421387283902,4.19200236677894,-0.8288304709573576,0.5916530330500789,0.5644496136800757,0.6880971042167101,0.19293255309429172,0.2547369730981356,0.09048021978935268,4.425536706666107,-0.516675910844108,0.5250001838282631,0.4821777392295135,0,0,0,0,0,0,0,0,-48
1544,130,7.9363385558010755,-0.4238559111867749,0.3732957334298521,0.5057005949643556,0.941857690113555,0.1558223320712929,0.24029864831454176,0.08523307257021796,6.084203109606866,-0.46249765600813136,0.4876951127757428,0.59444847999936,0.7384424792953352,0.12678150611800448,0.21182492632469374,0.08254856701223053,5.707179349214042,-0.30215567552343137,0.43661036792850266,0.48381105987588946,0.8302123171612328,0.19696918599788613,0.25126883475031947,0.0878528357740787,5.054239341994745,-0.5980065798854642,0.5180099681228519,0.5752767338322863,0.9020882375218247,0.11568269129872925,0.22532285096058352,0.08559539260884835,6.798928023013999,-0.3193405189483473,0.44972565189002317,0.5645815550322045,0.8447048597779174,0.1343244825124269,0.22399696961840584,0.08755350065873033,6.0614428433057475,-0.34344732015470586,0.448431152428485,0.5555156982814502,0.9009401475884328,0.12014655944785144,0.2257783271928685,0.08464547691131204,6.74187253963295,-0.32690326883657556,0.4551018572223697,0.5713372320200667,0,0,0,0,0,0,0,0,-59
