,userid,a,v,t,z,a_st10,v_st10,t_st10,z_st10,a10,v10,t10,z10,a_st0,v_st0,t_st0,z_st0,a0,v0,t0,z0,a_st20,v_st20,t_st20,z_st20,a20,v20,t20,z20,a_st30,v_st30,t_st30,z_st30,a30,v30,t30,z30,a_st40,v_st40,t_st40,z_st40,a40,v40,t40,z40
467,105,6.713198611016897,-0.3433331664196057,0.3246055219903795,0.37332630506289044,0.7759950827183727,0.18169209000751232,0.22039138921531568,0.08707005772660945,5.078144017714685,-0.5070900577635529,0.4641024238501931,0.555419504200831,0.9828555184534528,0.10661249405627111,0.21932604274851072,0.08903212214933469,7.294066194820199,-0.2530329190811747,0.44130820230348966,0.5616746012600254,0.7494991569879869,0.23269025931174753,0.24033145344888263,0.08850034376314599,4.440251124203936,-0.7057583908976583,0.5179914820556265,0.5586269885258778,0.6479106443551962,0.1226251674623372,0.1436271676716761,0.07346758586453994,5.321811958608109,-0.22645448292138431,0.33704914424470045,0.370638403027229,0.7386112165474237,0.2787274558502228,0.2494181974063003,0.09212717705184843,3.988443250127094,-0.7123894164122097,0.5345551346316036,0.5470758390839691
513,2,3.676156165869061,-0.006936221511293757,0.6875469086330228,0.5187457161313869,0.45007345242071933,0.24189351956045227,0.27841252132555955,0.08974556053995539,3.19972959935225,0.06721648084781014,0.6426893264802036,0.5039563299460267,0.6245613727049981,0.13623137219560402,0.24482889408517797,0.08656789622776088,5.022978378102677,0.06197365546506217,0.49044527391389436,0.4744286237881357,0.5144688566526088,0.19700187939420838,0.3157192379568204,0.08681330883682978,3.798709618779511,-0.08097335167921249,0.6034117010306627,0.5289945321094643,0.4413941126149697,0.3665039289313671,0.30502553631517915,0.08975404885011021,2.2334430857954226,0.1305691769100389,0.9799847907618873,0.4992974624046061,0.4249830509805093,0.3091380087638267,0.23144986801240028,0.08839432030215114,2.6851121660317556,0.11600228048311508,0.578083944528845,0.49835589920042545
560,5,5.326220676071689,-0.2536073666498853,0.7873838332566439,0.6214838148680332,0.71041760486536,0.13003353470370346,0.23943035024938347,0.08769721576726881,5.620428813286359,-0.2009072821695149,0.4775015632845037,0.5468795753272772,0.7887746707410452,0.12862693569320516,0.25319727404544007,0.0838204767948967,5.931076388483185,-0.2860735576778749,0.47952957636020227,0.5604061005157724,0.5738868909578124,0.17260835952250625,0.2766213804998693,0.08862744673070075,4.358167731319591,-0.18991539301104934,0.543603297968019,0.5552238286556763,0.5662819484129121,0.16241496346857084,0.27735977450727956,0.0868582265418113,4.424586444802196,-0.0911628725187181,0.5433576836583615,0.5565780938547787,0.5065013477989414,0.25377059329595486,0.2770705097379093,0.094525164670155,3.3283688614669966,-0.11136164799983649,0.5904561786493359,0.533888782541156
607,166,5.135060827544405,-0.0611540493194045,1.3692193979428344,0.5230131540411014,0.6211501732194752,0.12767001033227685,0.24917265396161098,0.08800563931435715,5.232846595228175,-0.03554298870416545,0.4903876591378476,0.504997658003606,0.6199573954631953,0.12463869157447402,0.23440106828510113,0.086404655867775,5.2969279374510805,0.03093835087334478,0.4697271522657212,0.5086867904087806,0.584656799122111,0.1500403252229529,0.2619775390898648,0.0884399610508599,4.6642503101557375,-0.03855919534190347,0.5205956243921706,0.5008310695277584,0.6015151985584707,0.1393033497277786,0.24246659135495202,0.08489007293728315,4.9458821868621365,-0.13655645088669416,0.49606701344969506,0.5331013258253424,0.58265952598249,0.18546169746867017,0.26326963966679023,0.0931350296528833,4.194704311663549,-0.06318649301873155,0.5141693928951885,0.5094250532974146
654,42,3.1827564732663083,-0.8603570659548152,1.1999655171459422,0.5351227856394826,0.67970000244104,0.3691203471879823,0.46170499907329215,0.09485940172771394,2.9839793848411666,-0.8751130786270107,1.0585565831227959,0.5650678934849096,0.6474901309441689,0.26652906381797264,0.34675847775065144,0.08862820917000351,3.8759346894203985,-0.6446451430305066,0.6947273089179923,0.5851987608866308,0.5096350815449935,0.23989970361439106,0.3247954350725381,0.08633763830019876,3.2655440539642804,-0.41185205771694666,0.6932698173003757,0.5356025618788838,0.8626672523289994,0.3676526551135548,0.39440645215971504,0.10127372543087629,3.7340824421705867,-1.1524843461008296,0.8368883733666036,0.5652003665386915,0.8008173295554701,0.4127982325031685,0.28573147685143835,0.09584516630619039,3.4444414843451674,-1.1589989661899218,0.6805419815190351,0.56603459499589
701,8,7.361221018387281,-0.257966638940953,0.7083478875469822,0.6000520168592878,0.7588494813893347,0.10977707923088917,0.23021755642852976,0.0860224693258345,6.229607829579895,-0.16638899965602028,0.4593760405296545,0.5437390552908884,0.7329159776739181,0.10006777532297122,0.23078573888859308,0.08544853884826269,6.315703002494542,-0.03512321697104717,0.4546978597245079,0.5158225491891333,0.8447582090375205,0.1245611188595876,0.24142973911373686,0.08642555461455871,6.408177650405425,-0.2839664239493437,0.46822822148561916,0.589456925850406,0.7794161276509949,0.12434833024636778,0.23504028421660267,0.0860383462896926,6.100625603093794,-0.2723986931682212,0.468727393489187,0.5603848761117824,0.7621602881575179,0.13255977680341113,0.23320867373893106,0.0899990735049146,5.637094026711145,-0.22942990237976232,0.4626148818671517,0.5444494016572253
748,10,4.380678944377932,-0.308339236975202,1.453323628491944,0.5855573032909008,0.5661412056276635,0.15908824163705,0.25379534788261815,0.08394103530031019,4.591835267131955,-0.18219204652123763,0.5210542203870349,0.565334365070261,0.5802861345957924,0.1797793664120565,0.2676245693448106,0.08954867624923467,4.168474610182955,-0.11489748494343106,0.5321002401761358,0.5141993651730175,0.6206307125908158,0.15634208406618388,0.268351040387258,0.08889494315482273,4.764832224886527,-0.22871542910545878,0.5211082038471321,0.5200086476745301,0.575726729916214,0.1947598769198986,0.29769268140258354,0.08715255121251173,4.150350217207913,-0.31303349252605955,0.5765325130280773,0.5451493284312736,0.6716377354092056,0.19639255532011965,0.2512543755379274,0.08906683305187282,4.514715311610862,-0.3694737163119177,0.5062104055802282,0.5745853722378786
794,114,6.610038942623649,-0.20754346915925267,0.6974260865054682,0.5112098186360289,0.6579715802509429,0.13070380553349134,0.24022291891484,0.08556616106968631,5.3691337600006905,-0.2072686179570339,0.48891634375494497,0.5393532214752393,0.756413494690971,0.09966319648574426,0.22470071584756357,0.0857386261597201,6.5187121869821745,-0.13934793516990482,0.45563230787578335,0.5257495292543043,0.7869310780139649,0.12820791685514546,0.2376240047079217,0.08500686073637803,5.911606384983039,-0.2862190141283111,0.4772915973319935,0.5629981568600018,0.6553482206165123,0.13282982811910335,0.23732236613774968,0.08688833692756649,5.30831123444532,-0.1901623862749462,0.4774537311533092,0.5140486075041517,0.6200507541321841,0.15845941356730361,0.24221963864966317,0.09140133720699986,4.7476553104212735,-0.14123323970723226,0.47688390574182915,0.4983172548406613
841,20,5.786714777201884,-0.1483021024826173,0.9252255014440888,0.5570394510566551,0.5487700711590034,0.16026985707286237,0.2655844835605404,0.0878421852324908,4.417676371822368,-0.06393457469095114,0.5302796859817782,0.523636629741544,0.6346719687421023,0.12882363085663232,0.24379668339060914,0.08622476102502016,5.250470439800751,0.045484814837074936,0.48271860989870086,0.4877684273224427,0.6395783509958739,0.13598962934670888,0.25159841117877674,0.08663659420419693,5.070117272656858,-0.12458946253610677,0.4913698949532384,0.5223585258404163,0.8540950353927789,0.11950200080166856,0.23507864300282424,0.08651876038848291,6.382619086280905,-0.28079511079981057,0.4728982975946835,0.5841247771791169,0.7518561701016498,0.15273600215569977,0.23346762525851328,0.08972707205748297,5.3478289222729725,-0.2522847651367633,0.4620098576936114,0.5432101976509174
888,131,5.8021014928371235,-0.17046162552631203,0.990364693612181,0.4499498869961916,0.7161302952933244,0.1569824566986924,0.26270665474438365,0.08775060901485594,5.110458459290573,-0.2793880868092001,0.5210567736089716,0.5802830836881523,0.7749223009324263,0.08878332864170732,0.22443836887586024,0.08730984091474302,6.949548252640176,0.07840989455551345,0.44901789134977593,0.4841081908211333,0.9158997180084337,0.24462298333735227,0.2953033053997019,0.08695783686934284,5.076095997290472,-0.7446080010024784,0.5784354447225418,0.6037501759442914,0.644533605878321,0.13733434003142853,0.25222728889779555,0.08695156736284868,4.980413098141062,-0.18820112493622668,0.4906408591439337,0.4889813697100603,0.8446019316678038,0.24552464505746127,0.28422875740582215,0.08996444788378256,4.716518419253038,-0.6833270592979721,0.5563499340382111,0.5895041842242542
935,113,4.783991448993274,-0.2609180629398632,0.7665786983737,0.5028332113838732,0.6695548969799948,0.1853695293280934,0.27318783524146445,0.0873614663618913,4.652482596680026,-0.424951549168031,0.5491572965730057,0.5591425695286825,0.6473094481736575,0.13238359414531356,0.23717665128658247,0.08478199122447529,5.266054107497198,0.15563814988861685,0.480521982893367,0.43123428250791024,0.6711404356881564,0.19800351839284067,0.28477571686242303,0.08810023452244402,4.41419314481158,-0.4647509869073418,0.5636192473184692,0.5609962843834349,0.5162906370440608,0.20236272515588966,0.23598986489097643,0.08670991184461448,3.802226322936355,-0.2993739143264083,0.5301160644849889,0.514103777648893,0.9493346602536408,0.2614660855099178,0.27625142130531893,0.0932495084175954,4.843459664351375,-0.6864528587725922,0.5460279983471698,0.5973734402543449
982,150,4.4084640678949825,0.8261651495074236,0.5777447202603576,0.49361749061826354,0.741370064827495,0.31562496394706097,0.2743593079616965,0.09102918845948746,3.8062320635460636,1.0229594918674954,0.6395277276517675,0.43713411062120294,0.61462021387529,0.18169277845612244,0.18957868093894792,0.08708548773254345,4.257078542663573,0.3842786031903899,0.43304384579645294,0.4957665865839645,0.8489286383349507,0.29549268200798673,0.28148522015296673,0.09220075104579228,4.292730712198497,0.9471052314380197,0.6091456041986155,0.41529269804816293,0.9004611133327517,0.3441103030398798,0.30661685325307386,0.09116922010328975,4.263842460042252,1.1478518789528709,0.6884760326239288,0.39555179818199465,0.7802607467703296,0.42545839933393176,0.21457044865346978,0.09706873683933769,3.3785608739593274,1.2572678654385705,0.5742519809317502,0.4371059098433515
1029,47,5.303986493272917,-0.5305683002685894,0.7089677205882015,0.6127724935102831,0.6711958854573917,0.20705635778239748,0.2896985622200783,0.08442824480104559,4.595026704632669,-0.5184491949970875,0.577445158189661,0.6077462967924022,0.5293980098008293,0.185902820628961,0.2684635750776235,0.08554472260888739,4.017242140004383,-0.1905219389229967,0.5569948695611253,0.5415387217513816,0.732091028732147,0.1633283521379626,0.25396903822705263,0.08300329675718894,5.173352931053167,-0.3768971768189467,0.5031859701241232,0.5800795425185078,0.784689650142628,0.1552217395577655,0.22838024414713584,0.08477244441784672,5.386607639839322,-0.41779854976575703,0.4667737642523892,0.5320408384131657,0.8008035660330574,0.23468381365259774,0.25303198746609473,0.09235150708902838,4.521042562018225,-0.6075998970455604,0.5191109349639743,0.563326452888492
1076,111,4.702127088675618,0.20687867103450142,0.6749871994141275,0.47610896545046943,0.5462677999693715,0.1724691627919122,0.2759141404457983,0.08320530073526802,4.138584027025589,0.17860685553821148,0.5451068760462731,0.47289405573914545,0.8749559856802598,0.1547268324246559,0.2493452466371007,0.08607560132284506,5.915907260099341,0.4605355611632316,0.48951249239128874,0.41875862360149585,0.5870982629777696,0.20812901181403828,0.23966519070058706,0.08898255099525715,3.949780144815824,0.4645764951840274,0.5264577981020855,0.4800114790965903,0.5369452662728968,0.18896081799019804,0.30446574966191403,0.08690685471497016,3.9342679718376687,0.18236323669953705,0.5982747751230039,0.48727391708001627,0.6882004043579261,0.1371471926457599,0.22055489139667475,0.09359108320185056,5.272905540291281,-0.04181879488528844,0.45037336682474605,0.5082236293887972
1123,46,8.413087025271656,-0.44542108891576143,0.42092905118457496,0.5673158374973756,0.9738889048873496,0.12498797359925169,0.22835947557535968,0.0847063224849499,6.857242190914003,-0.3445111643914411,0.4588929945543975,0.5885836560330941,0.9093882778505413,0.10708827057530398,0.22587364648647648,0.08604463223160845,7.13467142418934,-0.29138769836946704,0.44656095093981985,0.5654583461825045,1.0523576369847445,0.11985737612395057,0.2317172441292454,0.08389085615485656,7.233511512660701,-0.347200710626896,0.46151271519298687,0.6066009033439279,0.9268112079140125,0.14386616338196156,0.24047469679718775,0.08535881535261342,6.30392447894214,-0.43207922640374447,0.48534620557163494,0.5965734550847405,0.7573321798012741,0.21909099506622262,0.26067800076374015,0.09226769408971411,4.570341206549478,-0.5649664864314726,0.522438856029187,0.5515038920824603
1170,101,5.6673998394497875,0.00992381523644018,1.2689749596921787,0.47906651123112737,0.6575565956442515,0.12153118438322238,0.24537829194708205,0.08642160153423546,5.562131885384432,-0.04384835591314564,0.4852556659144245,0.5214751328517817,0.6798411452243953,0.11638492435413404,0.23546712130767025,0.0873533824845523,5.6754552779547796,0.04878180996526512,0.4695280481019041,0.47683421328132414,0.6338034364790914,0.13571892286599782,0.25326810311474557,0.08676073269687959,5.111117203569985,0.06462481637792215,0.5011984219561896,0.46282706747626595,0.6012647589771111,0.1388245333333646,0.25006537764916503,0.0874332825849083,4.9897208806018005,-0.04194136281912773,0.5002547470533278,0.5071632893446436,0.617092045188023,0.16214006386193808,0.25244481437099725,0.09156602326140435,4.619475955611617,0.06685269832130723,0.49106520214934485,0.48546966552315857
1217,68,5.425127299921219,-0.1297630413049123,1.1673973090032626,0.5441784493010956,0.6624070789469547,0.12413783730520285,0.23517436822077342,0.08767721328440276,5.432668486660159,-0.021449973067619362,0.47667522537594664,0.491230004849223,0.593903185546652,0.14242980124270427,0.25752828357823365,0.08706425578803617,4.793135902339691,0.04933784954801986,0.509809647238792,0.4890022457417076,0.7129079347969882,0.12767095833518757,0.23642133393812703,0.08427480879648798,5.630694834974007,-0.20521804771729193,0.47685797946991043,0.5579550875018217,0.6572609783873974,0.14730699435221764,0.25971786180597517,0.08595060486010227,5.043951485066254,-0.261839342927745,0.5083941118954947,0.5732612660143406,0.603515340042333,0.19828418767932146,0.2681108253608667,0.0920569656526426,4.113731190235439,-0.2224504681579594,0.5260946207013668,0.5371638771432304
1264,153,4.158804230637618,-0.25266760276757033,0.9569482358560062,0.521006175302812,0.5818546995550499,0.14373000614491696,0.24695600345969942,0.08662701865162814,4.813497355320297,-0.12540954484292877,0.49312057830554634,0.5188528357024946,0.48700489387179363,0.18939748705039453,0.2805774182367443,0.08434985415794934,3.7610985608414103,-0.028903701160492047,0.5677487771485906,0.48335489774501506,0.5679218197723096,0.18355267617287077,0.27213092580137666,0.08504190893541683,4.2588685512724815,-0.3169333829218443,0.5485183088476504,0.5660870622061008,0.5591034165196594,0.210903585574637,0.28363190588247117,0.08556875798382967,3.8851278045155673,-0.37874354956094547,0.587468227239354,0.5689904261739197,0.6084747361408814,0.20882162677128446,0.23546737796986228,0.08977263737149761,4.048245674125155,-0.36174289310345814,0.4962190825023028,0.5255845383369979
1311,164,3.104367020101339,-0.2832870945057724,0.9567776581882648,0.4416582591568852,0.48154139489623704,0.24164512698308893,0.24919221283777812,0.08958394259208699,3.2865359595169963,-0.35206766420371916,0.5911055566297991,0.504758130703615,0.517931605206944,0.19825750989287347,0.32036487997071555,0.08936016989630942,3.7789290499276045,-0.16579219228538797,0.6136660983763345,0.49839470648683315,0.9294375868049931,0.45768802858673385,0.3442478230428903,0.0992119780776236,3.5697418532983365,-1.4972633373848014,0.9268462862378734,0.5847659460325367,0.47727182387626754,0.26633140501110436,0.36091043408075874,0.08813732540125123,2.964314746860489,-0.2444815429047695,0.7856527409569258,0.5149068773171276,0.46290547272258487,0.3031039981967865,0.23372484960138598,0.09752875993667065,2.855502925343988,-0.24433034599814918,0.5762198572754562,0.4718959864958179
1358,57,3.9518125433451656,-0.12264096111279187,1.5944353983766397,0.4329966207931547,0.5557221611370821,0.14833048730773823,0.2630547644880338,0.08633452915281647,4.562015319331152,0.03683851843316265,0.5156597292207782,0.511344278470583,0.6738195329215361,0.15346374030823823,0.25863465915707634,0.08779458763400753,5.071084718730693,-0.24759437327607675,0.5078002896584268,0.5568375468648319,0.5662510424611502,0.21017557339466497,0.3057377971129197,0.08875478413031807,3.859912833905189,-0.3400636244319288,0.6001774557488272,0.5393270877727244,0.5487721468874822,0.22298474668992865,0.36424266178310366,0.0915930672192529,3.648575767960828,-0.342930095364378,0.669007191438345,0.5195336285406649,0.5514604789877934,0.21394793846486473,0.2814108787496306,0.09474379172048036,3.870777698238303,-0.21470469686369825,0.5482230609488594,0.5115436232187073
1405,145,3.9429618683988648,-0.07610495949770221,0.7081672251764934,0.49972003255961644,0.5302780913175372,0.18092674834804176,0.2237279485582655,0.08037519121946854,4.049960950815485,0.2896444859028036,0.4821733055396796,0.47173277663225055,0.5007403406356318,0.182418286549922,0.19071816522893426,0.08554606632452043,3.9046113658205597,-0.24802018895782277,0.4435157160881197,0.4932485993033293,0.4799028275647539,0.2088079358249321,0.2948075113818848,0.08616136792422112,3.5415370326836366,0.05649834587455788,0.6088792410849281,0.5103190262865074,0.5153135975265324,0.19241050192904433,0.30056959781395504,0.08801210788279988,3.901016198214914,-0.19017019131565271,0.5840036666823945,0.5285005806850404,0.5430661124851376,0.20867665172678887,0.25236275772019756,0.09133870208261306,3.7665421549351814,-0.03935489933687945,0.521247969350952,0.4808279931968896
1452,84,7.376112124174436,-1.0512193360855542,0.8160965439429488,0.6695060307347748,1.0162015188490894,0.25838713477826497,0.3177049087393489,0.08630364582375248,5.302913526019961,-0.7957955093535021,0.6130332060653964,0.6248840186971899,0.8419424524757531,0.2092330652880728,0.26832471778367917,0.08648265766199799,5.091147124413903,-0.6585037194714636,0.542534841054318,0.5896673658652507,0.8585757548484433,0.17589301101389948,0.25091063406496156,0.08722788885290621,5.460801708572472,-0.5228463574529889,0.5101560793156716,0.577203270286109,0.9476759083619839,0.22274965634768462,0.27701385789172084,0.08600557413059579,5.427871813639834,-0.6948978973665944,0.5564482272149261,0.6176543947117663,0.9747522580742787,0.21763161507678647,0.26333404162080304,0.09277920043576422,5.281299253490863,-0.5702265982803411,0.5194606408485243,0.5953623610846225
1499,73,6.657668005073651,0.04186731336595131,0.6889829371076746,0.46565547092975296,0.6566342595747909,0.11334568644071776,0.23044970200870224,0.0847317839300885,5.70750545483574,-0.016904176967093044,0.46211980322494334,0.4809962227835664,0.762278750840641,0.11273494020384071,0.22217185650398946,0.0869745886048257,6.171784647817181,0.18205347927957968,0.4559093373361007,0.44529849432868274,0.681458811936158,0.11976146476692838,0.23617439108653143,0.08539144667508936,5.675661161821523,-0.17173610671043288,0.4736413426389212,0.5218090087134439,0.6506521875675926,0.1103152848962553,0.23148244071999616,0.08376405474579196,5.779269496970524,0.08658925545647203,0.45688204159235946,0.5093301511740681,0.7433115927828736,0.11221679721090708,0.21978246856046454,0.09154118627127666,5.986617807581603,0.04075540336978835,0.4442144974275546,0.48922668166970273
1546,116,6.137612203345215,-0.060912969725699,0.8562941954959922,0.5567181940399121,0.717318623259518,0.10173750098215488,0.23202209826069348,0.08674572078190816,6.18711676339366,-0.030954239999102948,0.4651881377830576,0.5089942314383474,0.6709729759831469,0.10800102181155177,0.2311950933129004,0.08601709655010494,5.928799847945029,-0.03782119771306426,0.4626863048023777,0.5213390897762474,0.7361082178171136,0.11955915384275191,0.23997849864700613,0.08431923110619813,5.8785956181010475,-0.18948036746190658,0.4670201664080075,0.5486790229513802,0.6115949777369681,0.1440314102788332,0.25772299255386455,0.08556838125335384,4.802312879780887,0.15220344985181578,0.5102330321914194,0.4647534960174416,0.6236848621675617,0.15716722187860716,0.24705784812893394,0.09018746646884794,4.699156391700961,0.047326570491775403,0.48267343698154763,0.506448920297674
